GEOID10,pop,cd_2013,sldl_2016,sldl_2013,cd_2003,sldl_2010,sldu_2013,sldu_2010
150010212022222,0,002,005,005,002,005,003,002
150010212022223,0,002,005,005,002,005,003,002
150010212022224,0,002,005,005,002,005,003,002
150010212022225,0,002,005,005,002,005,003,002
150010212022226,0,002,005,005,002,005,003,002
150010212022227,0,002,005,005,002,005,003,002
150010212022228,0,002,005,005,002,005,003,002
150010212022229,0,002,005,005,002,005,003,002
150010212022230,0,002,005,005,002,005,003,002
150010212022231,0,002,005,005,002,005,003,002
150010212022232,0,002,005,005,002,005,003,002
150010212022233,0,002,005,005,002,005,003,002
150010212022234,0,002,005,005,002,005,003,002
150010212022235,0,002,005,005,002,005,003,002
150010212022236,0,002,005,005,002,005,003,002
150010212022237,0,002,005,005,002,005,003,002
150010212022238,0,002,005,005,002,005,003,002
150010212022239,0,002,005,005,002,005,003,002
150010212022240,0,002,005,005,002,005,003,002
150010212022241,0,002,005,005,002,005,003,002
150010212022242,0,002,005,005,002,005,003,002
150010212022243,0,002,005,005,002,005,003,002
150010212022244,0,002,005,005,002,005,003,002
150010212022245,0,002,005,005,002,005,003,002
150010212022246,0,002,005,005,002,005,003,002
150010212022247,0,002,005,005,002,005,003,002
150010212022248,0,002,005,005,002,005,003,002
150010212022249,0,002,005,005,002,005,003,002
150010212022250,0,002,005,005,002,005,003,002
150010212022251,0,002,005,005,002,005,003,002
150010212022252,0,002,005,005,002,005,003,002
150010212022253,0,002,005,005,002,005,003,002
150010212022254,0,002,005,005,002,005,003,002
150010212022255,0,002,005,005,002,005,003,002
150010212022256,0,002,005,005,002,005,003,002
150010212022257,0,002,005,005,002,005,003,002
150010212022258,0,002,005,005,002,005,003,002
150010212022259,0,002,005,005,002,005,003,002
150010212022260,0,002,005,005,002,005,003,002
150010212022261,0,002,005,005,002,005,003,002
150010212022262,0,002,005,005,002,005,003,002
150010212022263,0,002,005,005,002,005,003,002
150010212022264,0,002,005,005,002,005,003,002
150010212022265,0,002,005,005,002,005,003,002
150010212022266,0,002,005,005,002,005,003,002
150010212022267,0,002,005,005,002,005,003,002
150010212022268,0,002,005,005,002,005,003,002
150010212022269,0,002,005,005,002,005,003,002
150010212022270,0,002,005,005,002,005,003,002
150010212022271,0,002,005,005,002,005,003,002
150010212022272,0,002,005,005,002,005,003,002
150010212022273,0,002,005,005,002,005,003,002
150010212022274,0,002,005,005,002,005,003,002
150010212022275,0,002,005,005,002,005,003,002
150010212022276,0,002,005,005,002,005,003,002
150010212022277,0,002,005,005,002,005,003,002
150010212022278,0,002,005,005,002,005,003,002
150010212022279,0,002,005,005,002,005,003,002
150010212022280,0,002,005,005,002,005,003,002
150010212022281,0,002,005,005,002,005,003,002
150010212022282,0,002,005,005,002,005,003,002
150010212022283,0,002,005,005,002,005,003,002
150010212022284,0,002,005,005,002,005,003,002
150010212022285,0,002,005,005,002,005,003,002
150010212022286,0,002,005,005,002,005,003,002
150010212022287,0,002,005,005,002,005,003,002
150010212022288,0,002,005,005,002,005,003,002
150010212022289,64,002,005,005,002,005,003,002
150010212022290,0,002,005,005,002,005,003,002
150010212022291,0,002,005,005,002,005,003,002
150010212022292,0,002,005,005,002,005,003,002
150010212022293,0,002,005,005,002,005,003,002
150010212022294,0,002,005,005,002,005,003,002
150010212022295,0,002,005,005,002,005,003,002
150010212022296,0,002,005,005,002,005,003,002
150010212022297,0,002,005,005,002,005,003,002
150010212022298,0,002,005,005,002,005,003,002
150010212022299,2,002,005,005,002,005,003,002
150010212022300,0,002,005,005,002,005,003,002
150010212022301,0,002,005,005,002,005,003,002
150010212022302,0,002,005,005,002,005,003,002
150010212022303,0,002,005,005,002,005,003,002
150010212022304,0,002,005,005,002,005,003,002
150010212022305,0,002,005,005,002,005,003,002
150010212022306,0,002,005,005,002,005,003,002
150010212022307,0,002,005,005,002,005,003,002
150010212022308,0,002,005,005,002,005,003,002
150010212022309,0,002,005,005,002,005,003,002
150010212022310,0,002,005,005,002,005,003,002
150010212022311,0,002,005,005,002,005,003,002
150010212022312,0,002,005,005,002,005,003,002
150010212022313,0,002,005,005,002,005,003,002
150010212022314,0,002,005,005,002,005,003,002
150010212022315,0,002,005,005,002,005,003,002
150010212022316,0,002,005,005,002,005,003,002
150010212022317,0,002,005,005,002,005,003,002
150010212022318,0,002,005,005,002,005,003,002
150010212022319,0,002,005,005,002,005,003,002
150010212022320,0,002,005,005,002,005,003,002
150010212022321,0,002,005,005,002,005,003,002
150010212022322,0,002,005,005,002,005,003,002
150010212022323,0,002,005,005,002,005,003,002
150010212022324,0,002,005,005,002,005,003,002
150010212022325,0,002,005,005,002,005,003,002
150010212022326,0,002,005,005,002,005,003,002
150010212022327,0,002,005,005,002,005,003,002
150010212022328,0,002,005,005,002,005,003,002
150010212022329,0,002,005,005,002,005,003,002
150010212022330,0,002,005,005,002,005,003,002
150010212022331,0,002,005,005,002,005,003,002
150010212022332,0,002,005,005,002,005,003,002
150010212022333,0,002,005,005,002,005,003,002
150010212022334,0,002,005,005,002,005,003,002
150010212022335,0,002,005,005,002,005,003,002
150010212022336,0,002,005,005,002,005,003,002
150010212022337,0,002,005,005,002,005,003,002
150010212022338,0,002,005,005,002,005,003,002
150010212022339,0,002,005,005,002,005,003,002
150010212022340,0,002,005,005,002,005,003,002
150010212022341,0,002,005,005,002,005,003,002
150010212022342,0,002,005,005,002,005,003,002
150010212022343,0,002,005,005,002,005,003,002
150010212022344,10,002,005,005,002,005,003,002
150010212022345,0,002,005,005,002,005,003,002
150010212022346,0,002,005,005,002,005,003,002
150010212022347,0,002,005,005,002,005,003,002
150010212022348,0,002,003,003,002,005,002,002
150010212022349,0,002,005,005,002,005,003,002
150010212022350,0,002,005,005,002,005,003,002
150010212022351,0,002,005,005,002,005,003,002
150010212022352,0,002,005,005,002,005,003,002
150010212022353,0,002,005,005,002,005,003,002
150010212022354,0,002,005,005,002,005,003,002
150010212022355,0,002,005,005,002,005,003,002
150010212022356,0,002,005,005,002,005,003,002
150010212022357,0,002,005,005,002,005,003,002
150010212022358,0,002,005,005,002,005,003,002
150010212022359,0,002,005,005,002,005,003,002
150010212022360,0,002,005,005,002,005,003,002
150010212022361,0,002,005,005,002,005,003,002
150010212022362,0,002,005,005,002,005,003,002
150010212022363,0,002,005,005,002,005,003,002
150010212022364,0,002,005,005,002,005,003,002
150010212022365,0,002,005,005,002,005,003,002
150010212022366,0,002,005,005,002,005,003,002
150010212022367,0,002,005,005,002,005,003,002
150010212022368,0,002,005,005,002,005,003,002
150010212022369,0,002,005,005,002,005,003,002
150010212022370,0,002,005,005,002,005,003,002
150010212022371,0,002,005,005,002,005,003,002
150010212022372,0,002,005,005,002,005,003,002
150010212022373,0,002,005,005,002,005,003,002
150010212022374,0,002,005,005,002,005,003,002
150010212022375,0,002,005,005,002,005,003,002
150010212022376,0,002,005,005,002,005,003,002
150010212022377,0,002,005,005,002,005,003,002
150010212022378,0,002,005,005,002,005,003,002
150010212022379,0,002,005,005,002,005,003,002
150010212022380,0,002,005,005,002,005,003,002
150010212022381,0,002,005,005,002,005,003,002
150010212022382,0,002,005,005,002,005,003,002
150010212022383,0,002,005,005,002,005,003,002
150010212022384,0,002,005,005,002,005,003,002
150010212022385,0,002,005,005,002,005,003,002
150010212022386,0,002,005,005,002,005,003,002
150010212022387,0,002,005,005,002,005,003,002
150010212022388,0,002,005,005,002,005,003,002
150010212022389,0,002,005,005,002,005,003,002
150010212022390,0,002,005,005,002,005,003,002
150010212022391,0,002,005,005,002,005,003,002
150010212022392,0,002,005,005,002,005,003,002
150010212022393,0,002,005,005,002,005,003,002
150010212022394,0,002,005,005,002,005,003,002
150010212022395,0,002,005,005,002,005,003,002
150010212022396,0,002,005,005,002,005,003,002
150010212022397,0,002,005,005,002,005,003,002
150010212022398,0,002,005,005,002,005,003,002
150010212022399,0,002,005,005,002,005,003,002
150010212022400,0,002,005,005,002,005,003,002
150010212022401,48,002,005,005,002,005,003,002
150010212022402,20,002,005,005,002,005,003,002
150010212022403,4,002,005,005,002,005,003,002
150010212022404,26,002,005,005,002,005,003,002
150010212022405,8,002,005,005,002,005,003,002
150010212022406,0,002,005,005,002,005,003,002
150010212022407,8,002,005,005,002,005,003,002
150010212022408,18,002,005,005,002,005,003,002
150010212022409,0,002,005,005,002,005,003,002
150010212022410,1,002,005,005,002,005,003,002
150010212022411,28,002,005,005,002,005,003,002
150010212022412,5,002,005,005,002,005,003,002
150010212022413,4,002,005,005,002,005,003,002
150010212022414,2,002,005,005,002,005,003,002
150010212022415,0,002,005,005,002,005,003,002
150010212022416,0,002,005,005,002,005,003,002
150010212022417,0,002,005,005,002,005,003,002
150010212022418,0,002,005,005,002,005,003,002
150010212022419,0,002,005,005,002,005,003,002
150010212022420,0,002,005,005,002,005,003,002
150010212022421,0,002,005,005,002,005,003,002
150010212022422,0,002,005,005,002,005,003,002
150010212022423,2,002,005,005,002,005,003,002
150010212022424,0,002,005,005,002,005,003,002
150010212022425,18,002,005,005,002,005,003,002
150010212022426,10,002,005,005,002,005,003,002
150010212022427,7,002,005,005,002,005,003,002
150010212022428,16,002,005,005,002,005,003,002
150010212022429,14,002,005,005,002,005,003,002
150010212022430,17,002,005,005,002,005,003,002
150010212022431,13,002,005,005,002,005,003,002
150010212022432,17,002,005,005,002,005,003,002
150010212022433,9,002,005,005,002,005,003,002
150010212022434,35,002,005,005,002,005,003,002
150010212022435,19,002,005,005,002,005,003,002
150010212022436,13,002,005,005,002,005,003,002
150010212022437,19,002,005,005,002,005,003,002
150010212022438,12,002,005,005,002,005,003,002
150010212022439,0,002,005,005,002,005,003,002
150010212022440,10,002,005,005,002,005,003,002
150010212022441,3,002,005,005,002,005,003,002
150010212022442,0,002,005,005,002,005,003,002
150010212022443,6,002,005,005,002,005,003,002
150010212022444,2,002,005,005,002,005,003,002
150010212022445,16,002,005,005,002,005,003,002
150010212022446,3,002,005,005,002,005,003,002
150010212022447,2,002,005,005,002,005,003,002
150010212022448,23,002,005,005,002,005,003,002
150010212022449,0,002,005,005,002,005,003,002
150010212022450,0,002,005,005,002,005,003,002
150010212022451,0,002,005,005,002,005,003,002
150010212022452,0,002,005,005,002,005,003,002
150010212022453,35,002,005,005,002,005,003,002
150010212022454,9,002,005,005,002,005,003,002
150010212022455,0,002,005,005,002,005,003,002
150010212022456,28,002,005,005,002,005,003,002
150010212022457,12,002,005,005,002,005,003,002
150010212022458,14,002,005,005,002,005,003,002
150010212022459,23,002,005,005,002,005,003,002
150010212022460,31,002,005,005,002,005,003,002
150010212022461,20,002,005,005,002,005,003,002
150010212022462,0,002,005,005,002,005,003,002
150010212022463,0,002,005,005,002,005,003,002
150010212022464,10,002,005,005,002,005,003,002
150010212022465,0,002,005,005,002,005,003,002
150010212022466,0,002,005,005,002,005,003,002
150010212022467,7,002,005,005,002,005,003,002
150010212022468,7,002,005,005,002,005,003,002
150010212022469,2,002,005,005,002,005,003,002
150010212022470,22,002,005,005,002,005,003,002
150010212022471,49,002,005,005,002,005,003,002
150010212022472,47,002,005,005,002,005,003,002
150010212022473,21,002,005,005,002,005,003,002
150010212022474,24,002,005,005,002,005,003,002
150010212022475,23,002,005,005,002,005,003,002
150010212022476,33,002,005,005,002,005,003,002
150010212022477,16,002,005,005,002,005,003,002
150010212022478,40,002,005,005,002,005,003,002
150010212022479,23,002,005,005,002,005,003,002
150010212022480,14,002,005,005,002,005,003,002
150010212022481,8,002,005,005,002,005,003,002
150010212022482,17,002,005,005,002,005,003,002
150010212022483,12,002,005,005,002,005,003,002
150010212022484,13,002,005,005,002,005,003,002
150010212022485,4,002,005,005,002,005,003,002
150010212022486,5,002,005,005,002,005,003,002
150010212022487,4,002,005,005,002,005,003,002
150010212022488,3,002,005,005,002,005,003,002
150010212022489,2,002,005,005,002,005,003,002
150010212022490,4,002,005,005,002,005,003,002
150010212022491,2,002,005,005,002,005,003,002
150010212022492,9,002,005,005,002,005,003,002
150010212022493,4,002,005,005,002,005,003,002
150010212022494,7,002,005,005,002,005,003,002
150010212022495,0,002,005,005,002,005,003,002
150010212022496,4,002,005,005,002,005,003,002
150010212022497,7,002,005,005,002,005,003,002
150010212022498,17,002,005,005,002,005,003,002
150010212022499,14,002,005,005,002,005,003,002
150010212022500,0,002,005,005,002,005,003,002
150010212022501,10,002,005,005,002,005,003,002
150010212022502,9,002,005,005,002,005,003,002
150010212022503,3,002,005,005,002,005,003,002
150010212022504,10,002,005,005,002,005,003,002
150010212022505,4,002,005,005,002,005,003,002
150010212022506,16,002,005,005,002,005,003,002
150010212022507,23,002,005,005,002,005,003,002
150010212022508,6,002,005,005,002,005,003,002
150010212022509,20,002,005,005,002,005,003,002
150010212022510,6,002,005,005,002,005,003,002
150010212022511,7,002,005,005,002,005,003,002
150010212022512,13,002,005,005,002,005,003,002
150010212022513,30,002,005,005,002,005,003,002
150010212022514,25,002,005,005,002,005,003,002
150010212022515,10,002,005,005,002,005,003,002
150010212022516,20,002,005,005,002,005,003,002
150010212022517,16,002,005,005,002,005,003,002
150010212022518,5,002,005,005,002,005,003,002
150010212022519,54,002,005,005,002,005,003,002
150010212022520,40,002,005,005,002,005,003,002
150010212022521,12,002,005,005,002,005,003,002
150010212022522,12,002,005,005,002,005,003,002
150010212022523,15,002,005,005,002,005,003,002
150010212022524,0,002,005,005,002,005,003,002
150010212022525,21,002,005,005,002,005,003,002
150010212022526,5,002,005,005,002,005,003,002
150010212022527,26,002,005,005,002,005,003,002
150010212022528,31,002,005,005,002,005,003,002
150010212022529,21,002,005,005,002,005,003,002
150010212022530,36,002,005,005,002,005,003,002
150010212022531,52,002,005,005,002,005,003,002
150010212022532,29,002,005,005,002,005,003,002
150010212022533,12,002,005,005,002,005,003,002
150010212022534,4,002,005,005,002,005,003,002
150010212022535,10,002,005,005,002,005,003,002
150010212022536,15,002,005,005,002,005,003,002
150010212022537,12,002,005,005,002,005,003,002
150010212022538,21,002,005,005,002,005,003,002
150010212022539,12,002,005,005,002,005,003,002
150010212022540,0,002,005,005,002,005,003,002
150010212022541,6,002,005,005,002,005,003,002
150010212022542,8,002,005,005,002,005,003,002
150010212022543,12,002,005,005,002,005,003,002
150010212022544,23,002,005,005,002,005,003,002
150010212022545,7,002,005,005,002,005,003,002
150010212022546,58,002,005,005,002,005,003,002
150010212022547,22,002,005,005,002,005,003,002
150010212022548,16,002,005,005,002,005,003,002
150010212022549,34,002,005,005,002,005,003,002
150010212022550,26,002,005,005,002,005,003,002
150010212022551,26,002,005,005,002,005,003,002
150010212022552,9,002,005,005,002,005,003,002
150010212022553,13,002,005,005,002,005,003,002
150010212022554,13,002,005,005,002,005,003,002
150010212022555,18,002,005,005,002,005,003,002
150010212022556,17,002,005,005,002,005,003,002
150010212022557,21,002,005,005,002,005,003,002
150010212022558,49,002,005,005,002,005,003,002
150010212022559,16,002,005,005,002,005,003,002
150010212022560,28,002,005,005,002,005,003,002
150010212022561,3,002,005,005,002,005,003,002
150010212022562,11,002,005,005,002,005,003,002
150010212022563,22,002,005,005,002,005,003,002
150010212022564,19,002,005,005,002,005,003,002
150010212022565,49,002,005,005,002,005,003,002
150010212022566,17,002,005,005,002,005,003,002
150010212022567,4,002,005,005,002,005,003,002
150010212022568,2,002,005,005,002,005,003,002
150010212022569,0,002,005,005,002,005,003,002
150010212022570,10,002,005,005,002,005,003,002
150010212022571,9,002,005,005,002,005,003,002
150010212022572,0,002,005,005,002,005,003,002
150010212022573,8,002,005,005,002,005,003,002
150010212022574,0,002,005,005,002,005,003,002
150010212022575,6,002,005,005,002,005,003,002
150010212022576,17,002,005,005,002,005,003,002
150010212022577,9,002,005,005,002,005,003,002
150010212022578,22,002,005,005,002,005,003,002
150010212022579,15,002,005,005,002,005,003,002
150010212022580,16,002,005,005,002,005,003,002
150010212022581,0,002,005,005,002,005,003,002
150010212022582,35,002,005,005,002,005,003,002
150010212022583,23,002,005,005,002,005,003,002
150010212022584,98,002,005,005,002,005,003,002
150010212022585,42,002,005,005,002,005,003,002
150010212022586,2,002,005,005,002,005,003,002
150010212022587,3,002,005,005,002,005,003,002
150010212022588,103,002,005,005,002,005,003,002
150010212022589,53,002,005,005,002,005,003,002
150010212022590,21,002,005,005,002,005,003,002
150010212022591,36,002,005,005,002,005,003,002
150010212022592,34,002,005,005,002,005,003,002
150010212022593,2,002,005,005,002,005,003,002
150010212022594,22,002,005,005,002,005,003,002
150010212022595,28,002,005,005,002,005,003,002
150010212022596,14,002,005,005,002,005,003,002
150010212022597,21,002,005,005,002,005,003,002
150010212022598,25,002,005,005,002,005,003,002
150010212022599,23,002,005,005,002,005,003,002
150010212022600,0,002,005,005,002,005,003,002
150010212022601,13,002,005,005,002,005,003,002
150010212022602,2,002,005,005,002,005,003,002
150010212022603,15,002,005,005,002,005,003,002
150010212022604,17,002,005,005,002,005,003,002
150010212022605,0,002,005,005,002,005,003,002
150010212022606,8,002,005,005,002,005,003,002
150010212022607,0,002,005,005,002,005,003,002
150010212022608,2,002,005,005,002,005,003,002
150010212022609,7,002,005,005,002,005,003,002
150010212022610,0,002,005,005,002,005,003,002
150010212022611,0,002,005,005,002,005,003,002
150010212022612,0,002,005,005,002,005,003,002
150010212022613,1,002,005,005,002,005,003,002
150010212022614,0,002,005,005,002,005,003,002
150010212022615,21,002,005,005,002,005,003,002
150010212022616,4,002,005,005,002,005,003,002
150010212022617,3,002,005,005,002,005,003,002
150010212022618,0,002,005,005,002,005,003,002
150010212022619,3,002,005,005,002,005,003,002
150010212022620,2,002,005,005,002,005,003,002
150010212022621,5,002,005,005,002,005,003,002
150010212022622,3,002,005,005,002,005,003,002
150010212022623,2,002,005,005,002,005,003,002
150010212022624,0,002,005,005,002,005,003,002
150010212022625,5,002,005,005,002,005,003,002
150010212022626,1,002,005,005,002,005,003,002
150010212022627,0,002,005,005,002,005,003,002
150010212022628,2,002,005,005,002,005,003,002
150010212022629,0,002,005,005,002,005,003,002
150010212022630,1,002,005,005,002,005,003,002
150010212022631,4,002,005,005,002,005,003,002
150010212022632,0,002,005,005,002,005,003,002
150010212022633,2,002,005,005,002,005,003,002
150010212022634,3,002,005,005,002,005,003,002
150010212022635,2,002,005,005,002,005,003,002
150010212022636,4,002,005,005,002,005,003,002
150010212022637,3,002,005,005,002,005,003,002
150010212022638,6,002,005,005,002,005,003,002
150010212022639,0,002,005,005,002,005,003,002
150010212022640,7,002,005,005,002,005,003,002
150010212022641,8,002,005,005,002,005,003,002
150010212022642,7,002,005,005,002,005,003,002
150010212022643,3,002,005,005,002,005,003,002
150010212022644,2,002,005,005,002,005,003,002
150010212022645,0,002,005,005,002,005,003,002
150010212022646,0,002,005,005,002,005,003,002
150010212022647,2,002,005,005,002,005,003,002
150010212022648,9,002,005,005,002,005,003,002
150010212022649,1,002,005,005,002,005,003,002
150010212022650,6,002,005,005,002,005,003,002
150010212022651,0,002,005,005,002,005,003,002
150010212022652,0,002,005,005,002,005,003,002
150010212022653,2,002,005,005,002,005,003,002
150010212022654,2,002,005,005,002,005,003,002
150010212022655,9,002,005,005,002,005,003,002
150010212022656,0,002,005,005,002,005,003,002
150010212022657,2,002,005,005,002,005,003,002
150010212022658,0,002,005,005,002,005,003,002
150010212022659,11,002,005,005,002,005,003,002
150010212022660,2,002,005,005,002,005,003,002
150010212022661,3,002,005,005,002,005,003,002
150010212022662,0,002,005,005,002,005,003,002
150010212022663,4,002,005,005,002,005,003,002
150010212022664,1,002,005,005,002,005,003,002
150010212022665,7,002,005,005,002,005,003,002
150010212022666,3,002,005,005,002,005,003,002
150010212022667,7,002,005,005,002,005,003,002
150010212022668,3,002,005,005,002,005,003,002
150010212022669,6,002,005,005,002,005,003,002
150010212022670,14,002,005,005,002,005,003,002
150010212022671,2,002,005,005,002,005,003,002
150010212022672,7,002,005,005,002,005,003,002
150010212022673,0,002,005,005,002,005,003,002
150010212022674,3,002,005,005,002,005,003,002
150010212022675,4,002,005,005,002,005,003,002
150010212022676,2,002,005,005,002,005,003,002
150010212022677,17,002,005,005,002,005,003,002
150010212022678,14,002,005,005,002,005,003,002
150010212022679,0,002,005,005,002,005,003,002
150010212022680,12,002,005,005,002,005,003,002
150010212022681,8,002,005,005,002,005,003,002
150010212022682,5,002,005,005,002,005,003,002
150010212022683,6,002,005,005,002,005,003,002
150010212022684,5,002,005,005,002,005,003,002
150010212022685,3,002,005,005,002,005,003,002
150010212022686,5,002,005,005,002,005,003,002
150010212022687,0,002,005,005,002,005,003,002
150010212022688,2,002,005,005,002,005,003,002
150010212022689,1,002,005,005,002,005,003,002
150010212022690,0,002,005,005,002,005,003,002
150010212022691,1,002,005,005,002,005,003,002
150010212022692,7,002,005,005,002,005,003,002
150010212022693,10,002,005,005,002,005,003,002
150010212022694,4,002,005,005,002,005,003,002
150010212022695,4,002,005,005,002,005,003,002
150010212022696,17,002,005,005,002,005,003,002
150010212022697,6,002,005,005,002,005,003,002
150010212022698,8,002,005,005,002,005,003,002
150010212022699,4,002,005,005,002,005,003,002
150010212022700,5,002,005,005,002,005,003,002
150010212022701,5,002,005,005,002,005,003,002
150010212022702,19,002,005,005,002,005,003,002
150010212022703,13,002,005,005,002,005,003,002
150010212022704,6,002,005,005,002,005,003,002
150010212022705,5,002,005,005,002,005,003,002
150010212022706,13,002,005,005,002,005,003,002
150010212022707,10,002,005,005,002,005,003,002
150010212022708,2,002,005,005,002,005,003,002
150010212022709,9,002,005,005,002,005,003,002
150010212022710,10,002,005,005,002,005,003,002
150010212022711,15,002,005,005,002,005,003,002
150010212022712,19,002,005,005,002,005,003,002
150010212022713,5,002,005,005,002,005,003,002
150010212022714,19,002,005,005,002,005,003,002
150010212022715,19,002,005,005,002,005,003,002
150010212022716,14,002,005,005,002,005,003,002
150010212022717,11,002,005,005,002,005,003,002
150010212022718,22,002,005,005,002,005,003,002
150010212022719,1,002,005,005,002,005,003,002
150010212022720,7,002,005,005,002,005,003,002
150010212022721,13,002,005,005,002,005,003,002
150010212022722,14,002,005,005,002,005,003,002
150010212022723,18,002,005,005,002,005,003,002
150010212022724,17,002,005,005,002,005,003,002
150010212022725,13,002,005,005,002,005,003,002
150010212022726,11,002,005,005,002,005,003,002
150010212022727,10,002,005,005,002,005,003,002
150010212022728,14,002,005,005,002,005,003,002
150010212022729,16,002,005,005,002,005,003,002
150010212022730,3,002,005,005,002,005,003,002
150010212022731,5,002,005,005,002,005,003,002
150010212022732,19,002,005,005,002,005,003,002
150010212022733,21,002,005,005,002,005,003,002
150010212022734,18,002,005,005,002,005,003,002
150010212022735,33,002,005,005,002,005,003,002
150010212022736,24,002,005,005,002,005,003,002
150010212022737,19,002,005,005,002,005,003,002
150010212022738,25,002,005,005,002,005,003,002
150010212022739,16,002,005,005,002,005,003,002
150010212022740,5,002,005,005,002,005,003,002
150010212022741,0,002,005,005,002,005,003,002
150010212022742,0,002,005,005,002,005,003,002
150010212022743,0,002,005,005,002,005,003,002
150010212022744,0,002,005,005,002,005,003,002
150010212022745,0,002,005,005,002,005,003,002
150010212022746,0,002,005,005,002,005,003,002
150010212022747,0,002,005,005,002,005,003,002
150010212022748,0,002,005,005,002,005,003,002
150010212022749,0,002,005,005,002,005,003,002
150010212022750,0,002,005,005,002,005,003,002
150010212022751,0,002,005,005,002,005,003,002
150010212022752,0,002,005,005,002,005,003,002
150010212022753,0,002,005,005,002,005,003,002
150010212022754,0,002,005,005,002,005,003,002
150010212022755,0,002,005,005,002,005,003,002
150010212022756,0,002,005,005,002,005,003,002
150010212022757,0,002,005,005,002,005,003,002
150010212022758,0,002,005,005,002,005,003,002
150010212022759,0,002,005,005,002,005,003,002
150010212022760,0,002,005,005,002,005,003,002
150010212022761,0,002,005,005,002,005,003,002
150010212022762,0,002,005,005,002,005,003,002
150010212022763,0,002,005,005,002,005,003,002
150010212022764,0,002,005,005,002,005,003,002
150010212022765,0,002,005,005,002,005,003,002
150010212022766,0,002,005,005,002,005,003,002
150010212022767,0,002,005,005,002,005,003,002
150010212022768,0,002,005,005,002,005,003,002
150010212022769,0,002,005,005,002,005,003,002
150010212022770,0,002,005,005,002,005,003,002
150010212022771,0,002,005,005,002,005,003,002
150010212022772,0,002,005,005,002,005,003,002
150010212022773,0,002,005,005,002,005,003,002
150010212022774,0,002,005,005,002,005,003,002
150010212022775,0,002,005,005,002,005,003,002
150010212022776,2,002,005,005,002,005,003,002
150010212022777,0,002,005,005,002,005,003,002
150010212022778,0,002,005,005,002,005,003,002
150010212022779,0,002,005,005,002,005,003,002
150010212022780,25,002,005,005,002,005,003,002
150010212022781,0,002,005,005,002,005,003,002
150010212023000,0,002,005,005,002,005,003,002
150010212023001,3,002,005,005,002,005,003,002
150010212023002,3,002,005,005,002,005,003,002
150010212023003,0,002,005,005,002,005,003,002
150010212023004,0,002,005,005,002,005,003,002
150010212023005,0,002,005,005,002,005,003,002
150010212023006,0,002,005,005,002,005,003,002
150010212023007,1,002,005,005,002,005,003,002
150010212023008,4,002,005,005,002,005,003,002
150010212023009,1,002,005,005,002,005,003,002
150010212023010,2,002,005,005,002,005,003,002
150010212023011,0,002,005,005,002,005,003,002
150010212023012,0,002,005,005,002,005,003,002
150010212023013,4,002,005,005,002,005,003,002
150010212023014,2,002,005,005,002,005,003,002
150010212023015,0,002,005,005,002,005,003,002
150010212023016,0,002,005,005,002,005,003,002
150010212023017,1,002,005,005,002,005,003,002
150010212023018,8,002,005,005,002,005,003,002
150010212023019,15,002,005,005,002,005,003,002
150010212023020,12,002,005,005,002,005,003,002
150010212023021,10,002,005,005,002,005,003,002
150010212023022,0,002,005,005,002,005,003,002
150010212023023,0,002,005,005,002,005,003,002
150010212023024,57,002,005,005,002,005,003,002
150010212023025,0,002,005,005,002,005,003,002
150010212023026,0,002,005,005,002,005,003,002
150010212023027,1,002,005,005,002,005,003,002
150010212023028,10,002,005,005,002,005,003,002
150010212023029,4,002,005,005,002,005,003,002
150010212023030,12,002,005,005,002,005,003,002
150010212023031,3,002,005,005,002,005,003,002
150010212023032,10,002,005,005,002,005,003,002
150010212023033,15,002,005,005,002,005,003,002
150010212023034,5,002,005,005,002,005,003,002
150010212023035,16,002,005,005,002,005,003,002
150010212023036,8,002,005,005,002,005,003,002
150010212023037,0,002,005,005,002,005,003,002
150010212023038,0,002,005,005,002,005,003,002
150010212023039,0,002,005,005,002,005,003,002
150010212023040,13,002,005,005,002,005,003,002
150010212023041,0,002,005,005,002,005,003,002
150010212023042,0,002,005,005,002,005,003,002
150010212023043,0,002,005,005,002,005,003,002
150010212023044,0,002,005,005,002,005,003,002
150010212023045,3,002,005,005,002,005,003,002
150010212023046,0,002,005,005,002,005,003,002
150010212023047,0,002,005,005,002,005,003,002
150010212023048,0,002,005,005,002,005,003,002
150010212023049,0,002,005,005,002,ZZZ,003,ZZZ
150010212023050,0,002,005,005,002,005,003,002
150010212023051,0,002,005,005,002,005,003,002
150010212023052,109,002,005,005,002,005,003,002
150010212023053,0,002,005,005,002,005,003,002
150010212023054,0,002,005,005,002,ZZZ,003,ZZZ
150010212023055,0,002,005,005,002,ZZZ,003,ZZZ
150010212023056,0,002,005,005,002,ZZZ,003,ZZZ
150010212023057,0,002,005,005,002,005,003,002
150010212023058,8,002,005,005,002,005,003,002
150010212023059,3,002,005,005,002,005,003,002
150010212023060,15,002,005,005,002,005,003,002
150010212023061,1,002,005,005,002,005,003,002
150010212023062,10,002,005,005,002,005,003,002
150010212023063,9,002,005,005,002,005,003,002
150010212023064,3,002,005,005,002,005,003,002
150010212023065,1,002,005,005,002,005,003,002
150010212023066,1,002,005,005,002,005,003,002
150010212023067,0,002,005,005,002,005,003,002
150010212023068,3,002,005,005,002,005,003,002
150010212023069,0,002,005,005,002,005,003,002
150010212023070,5,002,005,005,002,005,003,002
150010212023071,5,002,005,005,002,005,003,002
