GEOID10,pop,cd_2013,sldl_2016,sldl_2013,cd_2003,sldl_2010,sldu_2013,sldu_2010
150010201001190,0,002,001,001,002,001,004,001
150010201001191,0,002,001,001,002,001,004,001
150010201001192,0,002,001,001,002,001,004,001
150010201001193,0,002,001,001,002,001,004,001
150010201001194,0,002,001,001,002,001,004,001
150010201001195,0,002,001,001,002,001,004,001
150010201001196,0,002,001,001,002,001,004,001
150010201001197,2,002,001,001,002,001,004,001
150010201001198,0,002,001,001,002,001,004,001
150010201001199,0,002,001,001,002,001,004,001
150010201001200,0,002,001,001,002,001,004,001
150010201001201,2,002,001,001,002,001,004,001
150010201001202,0,002,001,001,002,001,004,001
150010201001203,0,002,001,001,002,001,004,001
150010201001204,7,002,001,001,002,001,004,001
150010201001205,0,002,001,001,002,001,004,001
150010201001206,0,002,001,001,002,001,004,001
150010201001207,0,002,001,001,002,001,004,001
150010201001208,0,002,001,001,002,001,004,001
150010201001209,0,002,001,001,002,001,004,001
150010201001210,0,002,001,001,002,001,004,001
150010201001211,0,002,001,001,002,001,004,001
150010201001212,0,002,001,001,002,001,004,001
150010201001213,0,002,001,001,002,001,004,001
150010201001214,0,002,001,001,002,001,004,001
150010201001215,2,002,001,001,002,001,004,001
150010201001216,0,002,001,001,002,001,004,001
150010201001217,0,002,001,001,002,001,004,001
150010201001218,0,002,001,001,002,001,004,001
150010201001219,0,002,001,001,002,001,004,001
150010201001220,0,002,001,001,002,001,004,001
150010201001221,0,002,001,001,002,001,004,001
150010201001222,0,002,001,001,002,001,004,001
150010201001223,0,002,001,001,002,001,004,001
150010201001224,0,002,001,001,002,001,004,001
150010201001225,0,002,001,001,002,001,004,001
150010201001226,2,002,001,001,002,001,004,001
150010201001227,0,002,001,001,002,001,004,001
150010201001228,0,002,001,001,002,001,004,001
150010201001229,0,002,001,001,002,001,004,001
150010201001230,0,002,001,001,002,001,004,001
150010201001231,6,002,001,001,002,001,004,001
150010201001232,0,002,001,001,002,001,004,001
150010201001233,6,002,001,001,002,001,004,001
150010201001234,0,002,001,001,002,001,004,001
150010201001235,0,002,001,001,002,001,004,001
150010201001236,0,002,001,001,002,001,004,001
150010201001237,3,002,001,001,002,001,004,001
150010201001238,0,002,001,001,002,001,004,001
150010201001239,0,002,001,001,002,001,004,001
150010201001240,0,002,001,001,002,001,004,001
150010201001241,0,002,001,001,002,001,004,001
150010201001242,0,002,001,001,002,001,004,001
150010201001243,0,002,001,001,002,001,004,001
150010201001244,4,002,001,001,002,001,004,001
150010201001245,0,002,001,001,002,001,004,001
150010201001246,0,002,001,001,002,001,004,001
150010201001247,0,002,001,001,002,001,004,001
150010201001248,0,002,001,001,002,001,004,001
150010201001249,0,002,001,001,002,001,004,001
150010201001250,0,002,001,001,002,001,004,001
150010201001251,0,002,001,001,002,001,004,001
150010201001252,0,002,001,001,002,001,004,001
150010201001253,0,002,001,001,002,001,004,001
150010201001254,0,002,001,001,002,001,004,001
150010201001255,0,002,001,001,002,001,004,001
150010201001256,0,002,001,001,002,001,004,001
150010201001257,0,002,001,001,002,001,004,001
150010201001258,0,002,001,001,002,001,004,001
150010201001259,0,002,001,001,002,001,004,001
150010201001260,0,002,001,001,002,001,004,001
150010201001261,17,002,001,001,002,001,004,001
150010201001262,3,002,001,001,002,001,004,001
150010201001263,0,002,001,001,002,001,004,001
150010201001264,7,002,001,001,002,001,004,001
150010201001265,8,002,001,001,002,001,004,001
150010201001266,0,002,001,001,002,001,004,001
150010201001267,0,002,001,001,002,001,004,001
150010201001268,1,002,001,001,002,001,004,001
150010201001269,3,002,001,001,002,001,004,001
150010201001270,6,002,001,001,002,001,004,001
150010201001271,0,002,001,001,002,001,004,001
150010201001272,0,002,001,001,002,001,004,001
150010201001273,0,002,001,001,002,001,004,001
150010201001274,0,002,001,001,002,001,004,001
150010201001275,0,002,001,001,002,001,004,001
150010201001276,0,002,001,001,002,001,004,001
150010201001277,0,002,001,001,002,001,004,001
150010201001278,0,002,001,001,002,001,004,001
150010201001279,19,002,001,001,002,001,004,001
150010201001280,0,002,001,001,002,001,004,001
150010201001281,0,002,001,001,002,001,004,001
150010201001282,0,002,001,001,002,001,004,001
150010201001283,0,002,001,001,002,001,004,001
150010201001284,14,002,001,001,002,001,004,001
150010201001285,0,002,001,001,002,001,004,001
150010201001286,0,002,001,001,002,001,004,001
150010201001287,0,002,001,001,002,001,004,001
150010201001288,0,002,001,001,002,001,004,001
150010201001289,0,002,001,001,002,001,004,001
150010201001290,5,002,001,001,002,001,004,001
150010201001291,0,002,001,001,002,001,004,001
150010201001292,0,002,001,001,002,001,004,001
150010201001293,0,002,001,001,002,001,004,001
150010201001294,0,002,001,001,002,001,004,001
150010201001295,0,002,001,001,002,001,004,001
150010201001296,0,002,001,001,002,001,004,001
150010201001297,16,002,001,001,002,001,004,001
150010201001298,0,002,001,001,002,001,004,001
150010201001299,0,002,001,001,002,001,004,001
150010201001300,0,002,001,001,002,001,004,001
150010201001301,0,002,001,001,002,001,004,001
150010201001302,0,002,001,001,002,001,004,001
150010201001303,0,002,001,001,002,001,004,001
150010201001304,0,002,001,001,002,001,004,001
150010201001305,0,002,001,001,002,001,004,001
150010201001306,0,002,001,001,002,001,004,001
150010201001307,0,002,001,001,002,001,004,001
150010201001308,0,002,001,001,002,001,004,001
150010201001309,0,002,001,001,002,001,004,001
150010201001310,0,002,001,001,002,001,004,001
150010201001311,0,002,001,001,002,001,004,001
150010201001312,0,002,001,001,002,001,004,001
150010201001313,4,002,001,001,002,001,004,001
150010201001314,0,002,001,001,002,001,004,001
150010201001315,0,002,001,001,002,001,004,001
150010201001316,0,002,001,001,002,001,004,001
150010201001317,0,002,001,001,002,001,004,001
150010201001318,0,002,001,001,002,001,004,001
150010201001319,0,002,001,001,002,001,004,001
150010201001320,0,002,001,001,002,001,004,001
150010201001321,0,002,001,001,002,001,004,001
150010201001322,67,002,001,001,002,001,004,001
150010201001323,0,002,001,001,002,001,004,001
150010201001324,0,002,001,001,002,001,004,001
150010201001325,0,002,001,001,002,001,004,001
150010201001326,0,002,001,001,002,001,004,001
150010201001327,0,002,001,001,002,001,004,001
150010201001328,0,002,001,001,002,001,004,001
150010201001329,0,002,001,001,002,001,004,001
150010201001330,0,002,001,001,002,001,004,001
150010201001331,0,002,001,001,002,001,004,001
150010201001332,0,002,001,001,002,001,004,001
150010201001333,0,002,001,001,002,001,004,001
150010201001334,0,002,001,001,002,001,004,001
150010201001335,0,002,001,001,002,001,004,001
150010201001336,0,002,001,001,002,001,004,001
150010201001337,0,002,001,001,002,001,004,001
150010201001338,0,002,001,001,002,001,004,001
150010201001339,0,002,001,001,002,001,004,001
150010201001340,0,002,001,001,002,001,004,001
150010201001341,1,002,001,001,002,001,004,001
150010201001342,0,002,001,001,002,001,004,001
150010201001343,176,002,001,001,002,001,004,001
150010201001344,0,002,001,001,002,001,004,001
150010201001345,0,002,001,001,002,001,004,001
150010201001346,0,002,001,001,002,001,004,001
150010201001347,68,002,001,001,002,001,004,001
150010201001348,0,002,001,001,002,001,004,001
150010201001349,0,002,001,001,002,001,004,001
150010201001350,0,002,001,001,002,001,004,001
150010201001351,0,002,001,001,002,001,004,001
150010201001352,0,002,001,001,002,001,004,001
150010201001353,0,002,001,001,002,001,004,001
150010201001354,0,002,001,001,002,001,004,001
150010201001355,0,002,001,001,002,001,004,001
150010201001356,0,002,001,001,002,001,004,001
150010201001357,0,002,001,001,002,001,004,001
150010201001358,0,002,001,001,002,001,004,001
150010201001359,30,002,001,001,002,001,004,001
150010201001360,0,002,001,001,002,001,004,001
150010201001361,0,002,001,001,002,ZZZ,004,ZZZ
150010201001362,0,002,001,001,002,ZZZ,004,ZZZ
150010201001363,0,002,001,001,002,ZZZ,004,ZZZ
150010201001364,0,002,001,001,002,001,004,001
150010201001365,0,002,001,001,002,001,004,001
150010201001366,0,002,001,001,002,001,004,001
150010201001367,0,002,001,001,002,001,004,001
150010201001368,0,002,001,001,002,001,004,001
150010201001369,0,002,001,001,002,001,004,001
150010201001370,0,002,001,001,002,001,004,001
150010201001371,0,002,001,001,002,001,004,001
150010201002000,0,002,001,001,002,001,004,001
150010201002001,0,002,001,001,002,001,004,001
150010201002002,0,002,001,001,002,001,004,001
150010201002003,0,002,001,001,002,001,004,001
150010201002004,18,002,001,001,002,001,004,001
150010201002005,12,002,001,001,002,001,004,001
150010201002006,1,002,001,001,002,001,004,001
150010201002007,0,002,001,001,002,001,004,001
150010201002008,0,002,001,001,002,001,004,001
150010201002009,1,002,001,001,002,001,004,001
150010201002010,0,002,001,001,002,001,004,001
150010201002011,10,002,001,001,002,001,004,001
150010201002012,4,002,001,001,002,001,004,001
150010201002013,11,002,001,001,002,001,004,001
150010201002014,4,002,001,001,002,001,004,001
150010201002015,0,002,001,001,002,001,004,001
150010201002016,0,002,001,001,002,001,004,001
150010201002017,0,002,001,001,002,001,004,001
150010201002018,0,002,001,001,002,001,004,001
150010201002019,6,002,001,001,002,001,004,001
150010201002020,5,002,001,001,002,001,004,001
150010201002021,0,002,001,001,002,001,004,001
150010201002022,12,002,001,001,002,001,004,001
150010201002023,11,002,001,001,002,001,004,001
150010201002024,2,002,001,001,002,001,004,001
150010201002025,7,002,001,001,002,001,004,001
150010201002026,0,002,001,001,002,001,004,001
150010201002027,0,002,001,001,002,001,004,001
150010201002028,0,002,001,001,002,001,004,001
150010201002029,12,002,001,001,002,001,004,001
150010201002030,8,002,001,001,002,001,004,001
150010201002031,0,002,001,001,002,001,004,001
150010201002032,0,002,001,001,002,001,004,001
150010201002033,0,002,001,001,002,001,004,001
150010201002034,0,002,001,001,002,001,004,001
150010201002035,0,002,001,001,002,001,004,001
150010201002036,0,002,001,001,002,001,004,001
150010201002037,3,002,001,001,002,001,004,001
150010201002038,0,002,001,001,002,001,004,001
150010201002039,9,002,001,001,002,001,004,001
150010201002040,10,002,001,001,002,001,004,001
150010201002041,18,002,001,001,002,001,004,001
150010201002042,6,002,001,001,002,001,004,001
150010201002043,76,002,001,001,002,001,004,001
150010201002044,0,002,001,001,002,001,004,001
150010201002045,12,002,001,001,002,001,004,001
150010201002046,9,002,001,001,002,001,004,001
150010201002047,27,002,001,001,002,001,004,001
150010201002048,22,002,001,001,002,001,004,001
150010201002049,44,002,001,001,002,001,004,001
150010201002050,2,002,001,001,002,001,004,001
150010201002051,5,002,001,001,002,001,004,001
150010201002052,6,002,001,001,002,001,004,001
150010201002053,11,002,001,001,002,001,004,001
150010201002054,6,002,001,001,002,001,004,001
150010201002055,0,002,001,001,002,ZZZ,004,ZZZ
150010201002056,0,002,001,001,002,ZZZ,004,ZZZ
150010201002057,0,002,001,001,002,ZZZ,004,ZZZ
150010201002058,0,002,001,001,002,ZZZ,004,ZZZ
150010201002059,0,002,001,001,002,ZZZ,004,ZZZ
150010201002060,0,002,001,001,002,001,004,001
150010201002061,0,002,001,001,002,001,004,001
150010201002062,0,002,001,001,002,001,004,001
150010201002063,0,002,001,001,002,001,004,001
150010201002064,0,002,001,001,002,001,004,001
150010201002065,60,002,001,001,002,001,004,001
150010201002066,2,002,001,001,002,001,004,001
150010201002067,4,002,001,001,002,001,004,001
150010201002068,3,002,001,001,002,001,004,001
150010201002069,0,002,001,001,002,001,004,001
150010201002070,0,002,001,001,002,001,004,001
150010201002071,66,002,001,001,002,001,004,001
150010201002072,49,002,001,001,002,001,004,001
150010201002073,0,002,001,001,002,001,004,001
150010201002074,13,002,001,001,002,001,004,001
150010201002075,0,002,001,001,002,001,004,001
150010201002076,0,002,001,001,002,001,004,001
150010201002077,0,002,001,001,002,001,004,001
150010201002078,4,002,001,001,002,001,004,001
150010201002079,3,002,001,001,002,001,004,001
150010201002080,0,002,001,001,002,001,004,001
150010201002081,0,002,001,001,002,001,004,001
150010201002082,0,002,001,001,002,001,004,001
150010201002083,0,002,001,001,002,001,004,001
150010201002084,0,002,001,001,002,001,004,001
150010201002085,0,002,001,001,002,001,004,001
150010201002086,0,002,001,001,002,001,004,001
150010201002087,2,002,001,001,002,001,004,001
150010201002088,0,002,001,001,002,001,004,001
150010201002089,0,002,001,001,002,001,004,001
150010201002090,0,002,001,001,002,001,004,001
150010201002091,0,002,001,001,002,001,004,001
150010201002092,6,002,001,001,002,001,004,001
150010201002093,0,002,001,001,002,001,004,001
150010201002094,0,002,001,001,002,001,004,001
150010201002095,7,002,001,001,002,001,004,001
150010201002096,0,002,001,001,002,001,004,001
150010201002097,0,002,001,001,002,001,004,001
150010201002098,0,002,001,001,002,001,004,001
150010201002099,0,002,001,001,002,001,004,001
150010201002100,0,002,001,001,002,001,004,001
150010201002101,0,002,001,001,002,001,004,001
150010201002102,0,002,001,001,002,001,004,001
150010201002103,0,002,001,001,002,001,004,001
150010201002104,2,002,001,001,002,001,004,001
150010201002105,5,002,001,001,002,001,004,001
150010201002106,0,002,001,001,002,001,004,001
150010201002107,0,002,001,001,002,001,004,001
150010201002108,110,002,001,001,002,001,004,001
150010201002109,21,002,001,001,002,001,004,001
150010201002110,123,002,001,001,002,001,004,001
150010201002111,5,002,001,001,002,001,004,001
150010201002112,0,002,001,001,002,001,004,001
150010201002113,23,002,001,001,002,001,004,001
150010201002114,39,002,001,001,002,001,004,001
150010201002115,0,002,001,001,002,001,004,001
150010201002116,0,002,001,001,002,001,004,001
150010201002117,0,002,001,001,002,001,004,001
150010201002118,0,002,001,001,002,001,004,001
150010201002119,5,002,001,001,002,001,004,001
150010201002120,0,002,001,001,002,001,004,001
150010201002121,0,002,001,001,002,001,004,001
150010201002122,0,002,001,001,002,001,004,001
150010201002123,0,002,001,001,002,001,004,001
150010201002124,0,002,001,001,002,001,004,001
150010201002125,0,002,001,001,002,001,004,001
150010201002126,5,002,001,001,002,001,004,001
150010201002127,0,002,001,001,002,001,004,001
150010201002128,0,002,001,001,002,001,004,001
150010201002129,0,002,001,001,002,001,004,001
150010201002130,0,002,001,001,002,001,004,001
150010201002131,0,002,001,001,002,001,004,001
150010201002132,0,002,001,001,002,001,004,001
150010201002133,0,002,001,001,002,001,004,001
150010201002134,0,002,001,001,002,001,004,001
150010201002135,0,002,001,001,002,001,004,001
150010201002136,0,002,001,001,002,001,004,001
150010201002137,0,002,001,001,002,001,004,001
150010201002138,0,002,001,001,002,001,004,001
150010201002139,0,002,001,001,002,001,004,001
150010201002140,0,002,001,001,002,001,004,001
150010201002141,0,002,001,001,002,001,004,001
150010201002142,0,002,001,001,002,001,004,001
150010201002143,0,002,001,001,002,001,004,001
150010201002144,0,002,001,001,002,001,004,001
150010201002145,0,002,001,001,002,001,004,001
150010201002146,0,002,001,001,002,001,004,001
150010201002147,0,002,001,001,002,001,004,001
150010201002148,0,002,001,001,002,001,004,001
150010201002149,3,002,001,001,002,001,004,001
150010201002150,0,002,001,001,002,001,004,001
150010201002151,0,002,001,001,002,001,004,001
150010201002152,0,002,001,001,002,001,004,001
150010201002153,17,002,001,001,002,001,004,001
150010201002154,0,002,001,001,002,001,004,001
150010201002155,0,002,001,001,002,001,004,001
150010201002156,0,002,001,001,002,001,004,001
150010201002157,0,002,001,001,002,001,004,001
150010201002158,4,002,001,001,002,001,004,001
150010201002159,0,002,001,001,002,001,004,001
150010201002160,6,002,001,001,002,001,004,001
150010201002161,0,002,001,001,002,001,004,001
150010201002162,0,002,001,001,002,001,004,001
150010201002163,0,002,001,001,002,001,004,001
150010201002164,0,002,001,001,002,001,004,001
150010201002165,0,002,001,001,002,001,004,001
150010201002166,0,002,001,001,002,001,004,001
150010201002167,0,002,001,001,002,001,004,001
150010201002168,0,002,001,001,002,001,004,001
150010201002169,0,002,001,001,002,001,004,001
150010201002170,0,002,001,001,002,001,004,001
150010201002171,0,002,001,001,002,001,004,001
150010201002172,0,002,001,001,002,001,004,001
150010201002173,0,002,001,001,002,001,004,001
150010201002174,6,002,001,001,002,001,004,001
150010201002175,0,002,001,001,002,001,004,001
150010201002176,0,002,001,001,002,001,004,001
150010201002177,0,002,001,001,002,001,004,001
150010201002178,0,002,001,001,002,001,004,001
150010201002179,0,002,001,001,002,001,004,001
150010201002180,0,002,001,001,002,001,004,001
150010201002181,0,002,001,001,002,001,004,001
150010201002182,0,002,001,001,002,001,004,001
150010201002183,0,002,001,001,002,001,004,001
150010201002184,0,002,001,001,002,001,004,001
150010201002185,0,002,001,001,002,001,004,001
150010201002186,0,002,001,001,002,001,004,001
150010201002187,0,002,001,001,002,001,004,001
150010201002188,0,002,001,001,002,001,004,001
150010201002189,0,002,001,001,002,001,004,001
150010201002190,0,002,001,001,002,001,004,001
150010201002191,0,002,001,001,002,001,004,001
150010201002192,0,002,001,001,002,001,004,001
150010201002193,7,002,001,001,002,001,004,001
150010201002194,7,002,001,001,002,001,004,001
150010201002195,0,002,001,001,002,001,004,001
150010201002196,0,002,001,001,002,001,004,001
150010201002197,0,002,001,001,002,001,004,001
150010201002198,0,002,001,001,002,001,004,001
150010201002199,0,002,001,001,002,001,004,001
150010201002200,8,002,001,001,002,001,004,001
150010201002201,5,002,001,001,002,001,004,001
150010201003000,8,002,001,001,002,001,004,001
150010201003001,0,002,001,001,002,001,004,001
150010201003002,2,002,001,001,002,001,004,001
150010201003003,0,002,001,001,002,001,004,001
150010201003004,0,002,001,001,002,001,004,001
150010201003005,0,002,001,001,002,001,004,001
150010201003006,8,002,001,001,002,001,004,001
150010201003007,21,002,001,001,002,001,004,001
150010201003008,46,002,001,001,002,001,004,001
150010201003009,50,002,001,001,002,001,004,001
150010201003010,10,002,001,001,002,001,004,001
150010201003011,6,002,001,001,002,001,004,001
150010201003012,4,002,001,001,002,001,004,001
150010201003013,2,002,001,001,002,001,004,001
150010201003014,5,002,001,001,002,001,004,001
150010201003015,2,002,001,001,002,001,004,001
150010201003016,2,002,001,001,002,001,004,001
150010201003017,0,002,001,001,002,001,004,001
150010201003018,6,002,001,001,002,001,004,001
150010201003019,0,002,001,001,002,001,004,001
150010201003020,2,002,001,001,002,001,004,001
150010201003021,5,002,001,001,002,001,004,001
150010201003022,0,002,001,001,002,001,004,001
150010201003023,0,002,001,001,002,001,004,001
150010201003024,0,002,001,001,002,001,004,001
150010201003025,0,002,001,001,002,001,004,001
150010201003026,0,002,001,001,002,001,004,001
150010201003027,0,002,001,001,002,001,004,001
150010201003028,2,002,001,001,002,001,004,001
150010201003029,0,002,001,001,002,ZZZ,004,ZZZ
150010201003030,0,002,001,001,002,001,004,001
150010201003031,3,002,001,001,002,001,004,001
150010201003032,0,002,001,001,002,001,004,001
150010201003033,0,002,001,001,002,001,004,001
150010201003034,0,002,001,001,002,001,004,001
150010201003035,0,002,001,001,002,001,004,001
150010201003036,0,002,001,001,002,001,004,001
150010201003037,0,002,001,001,002,001,004,001
150010201003038,0,002,001,001,002,001,004,001
150010201003039,0,002,001,001,002,001,004,001
150010201003040,0,002,001,001,002,001,004,001
150010201003041,0,002,001,001,002,001,004,001
150010201003042,0,002,001,001,002,001,004,001
150010201003043,0,002,001,001,002,001,004,001
150010201003044,0,002,001,001,002,001,004,001
150010201003045,0,002,001,001,002,001,004,001
150010201003046,0,002,001,001,002,001,004,001
150010201003047,0,002,001,001,002,001,004,001
150010201003048,0,002,001,001,002,001,004,001
150010201003049,0,002,001,001,002,001,004,001
150010201003050,0,002,001,001,002,001,004,001
150010201003051,2,002,001,001,002,001,004,001
150010201003052,0,002,001,001,002,001,004,001
