GEOID10,pop,sldl_2000,sldl_2016,sldu_2000,sldl_2013,sldl_2018,cd_2003,sldl_2010,sldu_2013,sldu_2010,sldl_2015
500130201002002,17,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002003,2,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002004,34,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002005,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002006,2,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002007,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002008,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002009,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002010,86,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002011,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002012,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002013,65,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002014,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002015,115,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002016,12,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002017,82,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002018,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002019,56,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002020,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002021,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002022,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002023,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002024,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002025,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002026,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002027,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201002028,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003000,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003001,42,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003002,2,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003003,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003004,116,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003005,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003006,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003007,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003008,30,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003009,6,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003010,6,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003011,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003012,1,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003013,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003014,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003015,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003016,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003017,51,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003018,2,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003019,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003020,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003021,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003022,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003023,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003024,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003025,2,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003026,4,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003027,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003028,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003029,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003030,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003031,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003032,103,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003033,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003034,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003035,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003036,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003037,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003038,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003039,2,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003040,102,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003041,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003042,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003043,145,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003044,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003045,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003046,1,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003047,25,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003048,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003049,63,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003050,15,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003051,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003052,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003053,50,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003054,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003055,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003056,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003057,31,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003058,4,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003059,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003060,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003061,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003062,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003063,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003064,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003065,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003066,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003067,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003068,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003069,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201003070,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130201004000,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004001,6,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004002,10,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004003,19,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004004,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004005,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004006,47,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004007,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004008,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004009,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004010,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004011,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004012,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004013,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004014,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004015,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004016,5,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004017,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004018,2,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004019,5,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004020,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004021,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004022,88,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004023,2,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004024,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004025,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004026,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004027,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004028,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004029,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004030,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004031,123,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004032,1,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004033,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004034,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004035,5,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004036,4,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004037,77,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004038,5,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004039,114,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004040,116,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004041,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004042,6,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004043,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004044,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004045,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004046,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004047,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004048,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004049,12,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004050,1,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004051,2,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004052,2,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004053,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004054,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004055,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004056,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004057,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004058,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004059,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004060,83,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004061,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004062,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004063,6,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004064,7,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004065,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004066,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004067,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004068,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004069,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004070,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004071,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004072,12,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004073,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004074,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004075,13,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004076,4,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004077,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130201004078,0,FGI,GIC,CGI,GIC,GIC,0.0,GC1,FRA,FRA,GIC
500130202001000,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001001,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001002,18,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001003,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001004,4,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001005,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001006,2,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001007,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001008,25,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001009,6,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001010,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001011,2,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001012,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001013,2,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001014,103,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001015,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001016,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001017,63,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001018,90,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001019,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001020,78,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001021,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001022,188,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001023,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001024,5,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001025,9,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001026,6,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001027,157,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001028,12,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001029,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001030,10,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001031,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001032,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001033,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001034,7,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001035,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001036,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001037,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001038,66,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202001039,1,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002000,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002001,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002002,25,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002003,21,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002004,9,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002005,8,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002006,30,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002007,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002008,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002009,91,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002010,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002011,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002012,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002013,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002014,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002015,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002016,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002017,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002018,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002019,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002020,11,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002021,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002022,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002023,18,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002024,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002025,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002026,24,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002027,92,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002028,1,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002029,22,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002030,47,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002031,153,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002032,136,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002033,116,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002034,100,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002035,146,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002036,42,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002037,1,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002038,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002039,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002040,2,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002041,6,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002042,18,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002043,2,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002044,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002045,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002046,23,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002047,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002048,16,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002049,1,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002050,52,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002051,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202002052,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003000,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003001,81,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003002,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003003,48,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003004,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003005,9,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003006,2,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003007,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003008,58,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003009,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003010,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003011,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003012,44,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003013,34,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003014,82,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003015,30,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003016,30,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003017,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003018,10,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
500130202003019,0,GI1,GIC,CGI,GIC,GIC,0.0,GC1,CGI,CGI,GIC
