GEOID10,pop,sldl_2000,sldl_2016,sldu_2000,sldl_2013,sldl_2018,cd_2003,sldl_2010,sldu_2013,sldu_2010,sldl_2015
500039704004028,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004029,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004030,7,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004031,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004032,3,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004033,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004034,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004035,59,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004036,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004037,3,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004038,2,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004039,5,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004040,119,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004041,26,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004042,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004043,28,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004044,37,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004045,9,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004046,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004047,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004048,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004049,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004050,6,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004051,26,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004052,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004053,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004054,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004055,4,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004056,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004057,12,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004058,29,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004059,9,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004060,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004061,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004062,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004063,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004064,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004065,9,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004066,81,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004067,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004068,2,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004069,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004070,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004071,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004072,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004073,2,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004074,2,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004075,4,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004076,2,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004077,12,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004078,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004079,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004080,42,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004081,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004082,1,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004083,5,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004084,23,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004085,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004086,12,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004087,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004088,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004089,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004090,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004091,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004092,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004093,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004094,26,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004095,4,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039704004096,0,B-4,B-4,BEN,B-4,B-4,0.0,B-4,BEN,BEN,B-4
500039705001000,15,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001001,1,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001002,13,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001003,2,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001004,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001005,3,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001006,105,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001007,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001008,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001009,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001010,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001011,2,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001012,3,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001013,24,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001014,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001015,4,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001016,2,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001017,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001018,27,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001019,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001020,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001021,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001022,16,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001023,3,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001024,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001025,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001026,2,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001027,4,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001028,13,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001029,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001030,3,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001031,25,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001032,2,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001033,29,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001034,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001035,10,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001036,5,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001037,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001038,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001039,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001040,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001041,11,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001042,1,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001043,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001044,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001045,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001046,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001047,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001048,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001049,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001050,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001051,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001052,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001053,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001054,45,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001055,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001056,69,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001057,1,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001058,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001059,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001060,6,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001061,33,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001062,4,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001063,4,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001064,3,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001065,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001066,8,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001067,17,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001068,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001069,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001070,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001071,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001072,18,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001073,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001074,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001075,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001076,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705001077,0,BR1,B-R,BEN,B-R,B-R,0.0,BR1,BEN,BEN,B-R
500039705002000,4,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002001,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002002,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002003,2,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002004,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002005,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002006,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002007,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002008,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002009,1,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002010,48,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002011,3,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002012,1,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002013,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002014,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002015,9,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002016,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002017,12,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002018,39,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002019,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002020,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002021,9,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002022,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002023,5,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002024,9,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002025,76,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002026,27,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002027,11,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002028,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002029,4,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002030,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002031,26,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002032,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002033,6,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002034,3,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002035,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002036,5,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002037,54,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002038,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002039,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002040,4,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002041,1,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002042,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002043,6,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002044,21,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002045,11,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002046,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002047,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002048,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002049,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002050,7,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002051,2,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002052,17,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002053,3,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002054,2,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002055,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002056,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002057,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002058,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002059,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002060,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002061,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002062,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705002063,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003000,18,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003001,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003002,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003003,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003004,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003005,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003006,6,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003007,10,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003008,25,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003009,5,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003010,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003011,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003012,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003013,6,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003014,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003015,32,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003016,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003017,20,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003018,8,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003019,18,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003020,2,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003021,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003022,19,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003023,4,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003024,4,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003025,5,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003026,3,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003027,8,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003028,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003029,21,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003030,2,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003031,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003032,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003033,2,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003034,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003035,5,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003036,6,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003037,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003038,4,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003039,11,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003040,16,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003041,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003042,7,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003043,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003044,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003045,2,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003046,2,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003047,7,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003048,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003049,6,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003050,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003051,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003052,29,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003053,2,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003054,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003055,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003056,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003057,16,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003058,3,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003059,3,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003060,4,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003061,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039705003062,0,BR1,WBW,BEN,WBW,WBW,0.0,XBY,BEN,BEN,WBW
500039706001000,0,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001001,0,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001002,0,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001003,74,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001004,0,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001005,0,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001006,8,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001007,0,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001008,0,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001009,56,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001010,0,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001011,0,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001012,54,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001013,0,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001014,0,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
500039706001015,0,B-1,B-3,BEN,B-3,B-3,0.0,B-5,BEN,BEN,B-3
