GEOID10,pop,sldl_2000,cd_2013,sldl_2013,sldu_2000,cd_2003,sldl_2010,sldu_2013,sldu_2010
090010725002004,63,127,004,127,022,004,127,022,022
090010725002005,22,127,004,127,022,004,127,022,022
090010725002006,48,127,004,127,022,004,127,022,022
090010725002007,83,127,004,127,022,004,127,022,022
090010725002008,45,127,004,127,022,004,127,022,022
090010725002009,82,127,004,127,022,004,127,022,022
090010725002010,63,127,004,127,022,004,127,022,022
090010725003000,229,127,004,127,022,004,127,022,022
090010725003001,76,127,004,127,022,004,127,022,022
090010725003002,76,127,004,127,022,004,127,022,022
090010725003003,90,127,004,127,022,004,127,022,022
090010725003004,108,127,004,127,022,004,127,022,022
090010725003005,36,127,004,127,022,004,127,022,022
090010725003006,23,127,004,127,022,004,127,022,022
090010725003007,120,127,004,127,022,004,127,022,022
090010725003008,5,127,004,127,022,004,127,022,022
090010725003009,72,127,004,127,022,004,127,022,022
090010725003010,52,127,004,127,022,004,127,022,022
090010725003011,76,127,004,127,022,004,127,022,022
090010725003012,51,127,004,127,022,004,127,022,022
090010725003013,50,127,004,127,022,004,127,022,022
090010725003014,115,127,004,127,022,004,127,022,022
090010725003015,103,127,004,127,022,004,127,022,022
090010725003016,23,127,004,127,022,004,127,022,022
090010725004000,359,127,004,127,022,004,127,022,022
090010725004001,63,127,004,127,022,004,127,022,022
090010725004002,99,127,004,127,022,004,127,022,022
090010725004003,73,127,004,127,022,004,127,022,022
090010725004004,42,127,004,127,022,004,127,022,022
090010725004005,4,127,004,127,022,004,127,022,022
090010725004006,40,127,004,127,022,004,127,022,022
090010725004007,16,127,004,127,022,004,127,022,022
090010725004008,112,127,004,127,022,004,127,022,022
090010725004009,47,127,004,127,022,004,127,022,022
090010725004010,83,127,004,127,022,004,127,022,022
090010725004011,34,127,004,127,022,004,127,022,022
090010725004012,93,127,004,127,022,004,127,022,022
090010725004013,166,127,004,127,022,004,127,022,022
090010725004014,59,127,004,127,022,004,127,022,022
090010725004015,108,127,004,127,022,004,127,022,022
090010725004016,31,127,004,127,022,004,127,022,022
090010725004017,33,127,004,127,022,004,127,022,022
090010725004018,44,127,004,127,022,004,127,022,022
090010725004019,39,127,004,127,022,004,127,022,022
090010725004020,35,127,004,127,022,004,127,022,022
090010726001000,37,127,004,127,022,004,127,022,022
090010726001001,24,127,004,127,022,004,127,022,022
090010726001002,28,127,004,127,022,004,127,022,022
090010726001003,49,127,004,127,022,004,127,022,022
090010726001004,82,127,004,127,022,004,127,022,022
090010726001005,27,127,004,127,022,004,127,022,022
090010726001006,128,127,004,127,022,004,127,022,022
090010726001007,83,127,004,127,022,004,127,022,022
090010726001008,22,127,004,127,022,004,127,022,022
090010726001009,28,127,004,127,022,004,127,022,022
090010726001010,53,127,004,127,022,004,127,022,022
090010726001011,59,127,004,127,022,004,127,022,022
090010726001012,371,127,004,127,022,004,127,022,022
090010726001013,0,127,004,127,022,004,127,022,022
090010726001014,0,127,004,127,022,004,127,022,022
090010726002000,252,127,004,127,022,004,127,022,022
090010726002001,37,127,004,127,022,004,127,022,022
090010726002002,47,127,004,127,022,004,127,022,022
090010726002003,240,127,004,127,022,004,127,022,022
090010726002004,30,127,004,127,022,004,127,022,022
090010726002005,37,127,004,127,022,004,127,022,022
090010726002006,194,127,004,127,022,004,127,022,022
090010726002007,99,127,004,127,022,004,127,022,022
090010726002008,47,127,004,127,022,004,127,022,022
090010726002009,33,127,004,127,022,004,127,022,022
090010726002010,224,127,004,127,022,004,127,022,022
090010726003000,46,127,004,127,022,004,127,022,022
090010726003001,295,127,004,127,022,004,127,022,022
090010726003002,61,127,004,127,022,004,127,022,022
090010726003003,26,127,004,127,022,004,127,022,022
090010726003004,50,127,004,127,022,004,127,022,022
090010726003005,210,127,004,127,022,004,127,022,022
090010726003006,79,127,004,127,022,004,127,022,022
090010726003007,163,127,004,127,022,004,127,022,022
090010726003008,523,127,004,127,022,004,127,022,022
090010726003009,116,127,004,127,022,004,127,022,022
090010726003010,2,127,004,127,022,004,127,022,022
090010726003011,316,127,004,127,022,004,127,022,022
090010726003012,36,127,004,127,022,004,127,022,022
090010726003013,113,127,004,127,022,004,127,022,022
090010726004000,155,127,004,127,022,004,127,022,022
090010726004001,45,127,004,127,022,004,127,022,022
090010726004002,18,127,004,127,022,004,127,022,022
090010726004003,27,127,004,127,022,004,127,022,022
090010726004004,33,127,004,127,022,004,127,022,022
090010726004005,39,127,004,127,022,004,127,022,022
090010726004006,42,127,004,127,022,004,127,022,022
090010726004007,39,127,004,127,022,004,127,022,022
090010726004008,33,127,004,127,022,004,127,022,022
090010726004009,53,127,004,127,022,004,127,022,022
090010726004010,62,127,004,127,022,004,127,022,022
090010726004011,38,127,004,127,022,004,127,022,022
090010726004012,63,127,004,127,022,004,127,022,022
090010726004013,80,127,004,127,022,004,127,022,022
090010726004014,32,127,004,127,022,004,127,022,022
090010726004015,109,127,004,127,022,004,127,022,022
090010726004016,45,127,004,127,022,004,127,022,022
090010726004017,54,127,004,127,022,004,127,022,022
090010726004018,427,127,004,127,022,004,127,022,022
090010726004019,34,127,004,127,022,004,127,022,022
090010726004020,363,127,004,127,022,004,127,022,022
090010726004021,27,127,004,127,022,004,127,022,022
090010726004022,17,127,004,127,022,004,127,022,022
090010726004023,401,127,004,127,022,004,127,022,022
090010726004024,0,127,004,127,022,004,127,022,022
090010726005000,354,127,004,127,022,004,127,022,022
090010726005001,22,127,004,127,022,004,127,022,022
090010726005002,31,127,004,127,022,004,127,022,022
090010726005003,0,127,004,127,022,004,127,022,022
090010726005004,267,127,004,127,022,004,127,022,022
090010726005005,264,127,004,127,022,004,127,022,022
090010726005006,103,127,004,127,022,004,127,022,022
090010726005007,39,127,004,127,022,004,127,022,022
090010727001000,211,126,004,126,022,004,126,022,022
090010727001001,74,126,004,126,022,004,126,022,022
090010727001002,52,126,004,126,022,004,126,022,022
090010727001003,98,126,004,126,022,004,126,022,022
090010727001004,108,126,004,126,022,004,126,022,022
090010727001005,32,126,004,126,022,004,126,022,022
090010727001006,66,126,004,126,022,004,126,022,022
090010727001007,389,126,004,126,022,004,126,022,022
090010727001008,94,126,004,126,022,004,126,022,022
090010727001009,0,126,004,126,022,004,126,022,022
090010727001010,3,126,004,126,022,004,126,022,022
090010727001011,0,126,004,126,022,004,126,022,022
090010727001012,83,126,004,126,022,004,126,022,022
090010727001013,62,126,004,126,022,004,126,022,022
090010727001014,304,126,004,126,023,004,126,022,023
090010727001015,0,126,004,126,022,004,126,022,022
090010727002000,109,126,004,126,023,004,126,022,023
090010727002001,0,126,004,126,023,004,126,022,023
090010727002002,114,126,004,126,023,004,126,022,023
090010727002003,336,126,004,126,022,004,126,022,022
090010727002004,50,126,004,126,022,004,126,022,022
090010727002005,234,126,004,126,022,004,126,022,022
090010727002006,153,126,004,126,022,004,126,022,022
090010727002007,60,126,004,126,022,004,126,022,022
090010727002008,45,126,004,126,022,004,126,022,022
090010727002009,46,126,004,126,022,004,126,022,022
090010727002010,75,126,004,126,022,004,126,022,022
090010727002011,38,126,004,126,022,004,126,022,022
090010727003000,399,126,004,126,022,004,126,022,022
090010727003001,71,126,004,126,022,004,126,022,022
090010727003002,43,126,004,126,022,004,126,022,022
090010727003003,5,126,004,126,022,004,126,022,022
090010727003004,64,126,004,126,022,004,126,022,022
090010727003005,0,126,004,126,022,004,126,022,022
090010727003006,58,126,004,126,022,004,126,022,022
090010727003007,117,126,004,126,022,004,126,022,022
090010727003008,9,126,004,126,022,004,126,022,022
090010727003009,28,126,004,126,022,004,126,022,022
090010727003010,96,126,004,126,022,004,126,022,022
090010728001000,222,126,004,126,023,004,126,022,023
090010728001001,3,126,004,126,023,004,126,022,023
090010728001002,170,126,004,126,023,004,126,022,023
090010728001003,63,126,004,126,023,004,126,022,023
090010728001004,366,126,004,126,023,004,126,022,023
090010728001005,4,126,004,126,023,004,126,022,023
090010728001006,59,126,004,126,023,004,126,022,023
090010728001007,63,126,004,126,023,004,126,022,023
090010728001008,1,126,004,126,023,004,126,022,023
090010728002000,682,126,004,126,023,004,126,022,023
090010728002001,1300,126,004,126,023,004,126,022,023
090010728002002,0,126,004,126,023,004,126,022,023
090010728002003,267,126,004,126,023,004,126,022,023
090010728002004,111,126,004,126,023,004,126,022,023
090010728002005,130,126,004,126,023,004,126,022,023
090010728002006,310,126,004,126,023,004,126,022,023
090010728002007,113,126,004,126,023,004,126,022,023
090010728002008,70,126,004,126,023,004,126,022,023
090010728002009,92,126,004,126,023,004,126,022,023
090010728002010,41,126,004,126,023,004,126,022,023
090010728002011,0,126,004,126,023,004,126,023,023
090010728002012,39,126,004,126,023,004,126,022,023
090010728003000,55,126,004,126,023,004,126,022,023
090010728003001,151,126,004,126,023,004,126,022,023
090010728003002,84,126,004,126,023,004,126,022,023
090010728003003,48,126,004,126,023,004,126,022,023
090010728003004,27,126,004,126,023,004,126,022,023
090010728003005,37,126,004,126,023,004,126,022,023
090010728003006,58,126,004,126,023,004,126,023,023
090010728003007,66,126,004,126,023,004,126,023,023
090010728003008,36,126,004,126,023,004,126,023,023
090010728003009,59,126,004,126,023,004,126,023,023
090010728003010,82,126,004,126,023,004,126,023,023
090010728003011,83,126,004,126,023,004,126,022,023
090010728003012,176,126,004,126,023,004,126,023,023
090010728003013,17,126,004,126,023,004,126,023,023
090010728003014,116,126,004,126,023,004,126,023,023
090010728003015,219,126,004,126,023,004,126,023,023
090010728003016,48,126,004,126,023,004,126,023,023
090010728003017,1,126,004,126,023,004,126,023,023
090010728003018,0,126,004,126,023,004,126,023,023
090010729001000,0,125,004,126,022,004,126,023,022
090010729001001,0,125,004,126,022,004,126,023,022
090010729001002,0,125,004,126,022,004,126,023,022
090010729001003,0,125,004,126,023,004,126,023,023
090010729001004,0,125,004,126,023,004,126,023,023
090010729001005,0,125,004,126,023,004,126,023,023
090010729001006,0,125,004,126,023,004,126,023,023
090010729001007,0,125,004,126,023,004,126,023,023
090010729001008,0,125,004,126,023,004,126,023,023
090010729001009,147,126,004,126,023,004,126,023,023
090010729001010,83,126,004,126,023,004,126,023,023
090010729001011,207,126,004,126,023,004,126,023,023
090010729001012,0,126,004,126,023,004,126,023,023
090010729001013,36,126,004,126,023,004,126,023,023
090010729001014,28,126,004,126,023,004,126,023,023
090010729001015,72,126,004,126,023,004,126,023,023
090010729001016,84,126,004,126,023,004,126,023,023
090010729001017,38,126,004,126,023,004,126,023,023
090010729001018,78,126,004,126,023,004,126,023,023
090010729001019,190,126,004,126,023,004,126,023,023
090010729001020,45,126,004,126,023,004,126,023,023
090010729001021,174,126,004,126,023,004,126,023,023
090010729001022,56,126,004,126,023,004,126,023,023
090010729002000,79,126,004,126,023,004,126,022,023
090010729002001,37,126,004,126,023,004,126,022,023
090010729002002,113,126,004,126,023,004,126,022,023
090010729002003,84,126,004,126,023,004,126,022,023
090010729002004,64,126,004,126,023,004,126,022,023
090010729002005,20,126,004,126,023,004,126,022,023
090010729002006,57,126,004,126,023,004,126,022,023
090010729002007,72,126,004,126,023,004,126,022,023
090010729002008,72,126,004,126,023,004,126,022,023
090010729002009,54,126,004,126,023,004,126,022,023
090010729002010,62,126,004,126,023,004,126,022,023
090010729002011,50,126,004,126,023,004,126,022,023
090010729002012,61,126,004,126,023,004,126,022,023
090010729002013,21,126,004,126,023,004,126,022,023
090010729002014,31,126,004,126,023,004,126,022,023
090010729002015,149,126,004,126,023,004,126,022,023
090010729002016,62,126,004,126,023,004,126,023,023
090010729002017,24,126,004,126,023,004,126,023,023
090010729002018,133,126,004,126,023,004,126,023,023
090010729003000,0,125,004,126,023,004,126,023,023
090010729003001,0,125,004,126,023,004,126,023,023
090010729003002,0,125,004,126,023,004,126,023,023
090010729003003,0,125,004,126,023,004,126,023,023
090010729003004,114,126,004,126,023,004,126,023,023
090010729003005,111,126,004,126,023,004,126,023,023
090010729003006,0,126,004,126,023,004,126,023,023
090010729003007,0,126,004,126,023,004,126,023,023
090010729003008,0,126,004,126,023,004,126,023,023
090010729003009,65,126,004,126,023,004,126,023,023
090010729003010,0,126,004,126,023,004,126,023,023
090010729003011,107,126,004,126,023,004,126,023,023
090010729003012,55,126,004,126,023,004,126,023,023
090010729003013,0,126,004,126,023,004,126,023,023
090010729003014,0,126,004,126,023,004,126,023,023
090010729003015,0,126,004,126,023,004,126,023,023
090010729003016,0,126,004,126,023,004,126,023,023
090010729003017,0,126,004,126,023,004,126,023,023
090010729003018,85,126,004,126,023,004,126,023,023
090010729003019,91,126,004,126,023,004,126,023,023
090010729003020,462,126,004,126,023,004,126,023,023
090010729003021,34,126,004,126,023,004,126,023,023
090010729003022,57,126,004,126,023,004,126,023,023
090010729003023,14,126,004,126,023,004,126,023,023
090010729003024,0,126,004,126,023,004,126,023,023
090010729003025,0,125,004,126,023,004,126,023,023
090010729003026,0,125,004,126,023,004,126,023,023
090010729003027,0,126,004,126,023,004,126,023,023
090010729003028,0,126,004,126,023,004,126,023,023
090010729003029,88,126,004,126,023,004,126,023,023
090010729003030,54,126,004,126,023,004,126,023,023
090010729003031,59,126,004,126,023,004,126,023,023
090010729003032,89,126,004,126,023,004,126,023,023
090010729003033,50,126,004,126,023,004,126,023,023
090010729003034,105,126,004,126,023,004,126,023,023
090010729003035,81,126,004,126,023,004,126,023,023
090010729003036,78,126,004,126,023,004,126,023,023
090010729003037,61,126,004,126,023,004,126,023,023
090010729003038,21,126,004,126,023,004,126,023,023
090010729003039,78,126,004,126,023,004,126,023,023
090010729003040,150,126,004,126,023,004,126,023,023
090010729003041,2,126,004,126,023,004,126,023,023
090010729003042,0,126,004,126,023,004,126,023,023
090010729003043,0,126,004,126,023,004,126,023,023
090010730001000,0,125,004,126,022,004,126,023,022
090010730001001,23,125,004,126,022,004,126,023,022
090010730001002,54,125,004,126,022,004,126,023,022
090010730001003,34,125,004,126,022,004,126,023,022
090010730001004,0,125,004,126,022,004,126,023,022
090010730001005,238,125,004,126,022,004,126,023,022
090010730001006,0,125,004,126,022,004,126,023,022
090010730001007,0,125,004,126,022,004,126,023,022
090010730001008,0,125,004,126,022,004,126,023,022
090010730001009,0,125,004,126,022,004,126,023,023
090010730001010,280,125,004,126,022,004,126,023,022
090010730001011,0,125,004,126,022,004,126,023,022
090010730001012,0,125,004,126,022,004,126,023,022
090010730001013,0,125,004,126,022,004,126,023,022
090010730001014,1,125,004,126,022,004,126,023,022
090010730001015,0,125,004,126,022,004,126,023,022
090010730001016,78,125,004,126,022,004,126,023,022
090010730001017,0,125,004,126,022,004,126,023,022
090010730001018,0,125,004,126,022,004,126,023,022
090010730001019,0,125,004,126,022,004,126,023,022
090010730001020,0,125,004,126,022,004,126,023,022
090010730001021,0,125,004,126,022,004,126,023,022
090010730001022,86,125,004,126,022,004,126,023,022
090010730001023,46,125,004,126,022,004,126,023,022
090010730001024,37,125,004,126,022,004,126,023,022
090010730001025,53,125,004,126,022,004,126,023,022
090010730001026,91,125,004,126,022,004,126,023,022
090010730001027,26,125,004,126,022,004,126,023,022
090010730001028,125,125,004,126,022,004,126,023,022
090010730001029,90,125,004,126,022,004,126,023,022
090010730001030,0,125,004,126,022,004,126,023,022
090010730001031,0,125,004,126,022,004,126,023,022
090010730001032,0,125,004,126,022,004,126,023,022
090010730001033,0,125,004,126,022,004,126,023,022
090010730001034,0,125,004,126,022,004,126,023,022
090010730001035,0,125,004,126,022,004,126,023,022
090010730001036,19,125,004,126,022,004,126,023,022
090010730001037,31,125,004,126,022,004,126,023,022
090010730001038,94,125,004,126,022,004,126,023,022
090010730001039,210,125,004,126,022,004,126,023,022
090010730001040,283,125,004,126,022,004,126,023,022
090010731001000,37,122,004,126,022,004,126,023,022
090010731001001,39,125,004,126,022,004,126,023,022
090010731001002,38,125,004,126,022,004,126,023,022
090010731001003,40,125,004,126,022,004,126,023,022
090010731001004,115,125,004,126,022,004,126,023,022
090010731001005,106,125,004,126,022,004,126,023,022
090010731001006,60,125,004,126,022,004,126,023,022
090010731001007,44,125,004,126,022,004,126,023,022
090010731001008,179,125,004,126,022,004,126,023,022
090010731001009,4,125,004,126,022,004,126,023,022
090010731001010,59,125,004,126,022,004,126,023,022
090010731001011,56,125,004,126,022,004,126,023,022
090010731001012,34,125,004,126,022,004,126,023,022
090010731001013,46,125,004,126,022,004,126,023,022
090010731001014,59,125,004,126,022,004,126,023,022
090010731001015,55,125,004,126,022,004,126,023,022
090010731001016,51,125,004,126,022,004,126,023,022
090010731001017,63,125,004,126,022,004,126,023,022
090010731001018,43,125,004,126,022,004,126,023,022
090010731001019,46,125,004,126,022,004,126,023,022
090010731001020,56,125,004,126,022,004,126,023,022
090010731001021,56,125,004,126,022,004,126,023,022
090010731001022,49,125,004,126,022,004,126,023,023
090010731001023,0,125,004,126,022,004,126,023,022
090010731002000,108,125,004,126,022,004,126,023,023
090010731002001,114,125,004,126,022,004,126,023,023
090010731002002,89,125,004,126,022,004,126,023,023
090010731002003,38,125,004,126,022,004,126,023,023
090010731002004,1420,125,004,126,022,004,126,023,023
090010731002005,318,125,004,126,022,004,126,023,023
090010731002006,44,125,004,126,022,004,126,023,023
090010731002007,229,125,004,126,022,004,126,023,023
090010731002008,0,125,004,126,022,004,126,023,023
090010731002009,1,125,004,126,022,004,126,023,023
090010731002010,0,125,004,126,022,004,126,023,023
090010731002011,0,125,004,126,022,004,126,023,023
090010731002012,137,125,004,126,022,004,126,023,023
090010731002013,45,125,004,126,022,004,126,023,023
090010731002014,407,125,004,126,022,004,126,023,023
090010731002015,0,125,004,126,022,004,126,023,023
090010731003000,0,125,004,124,022,004,124,023,023
090010731003001,0,125,004,124,022,004,124,023,023
090010731003002,0,125,004,124,022,004,124,023,023
090010731003003,0,125,004,124,022,004,124,023,023
090010731003004,0,125,004,124,022,004,124,023,023
090010731003005,0,125,004,124,022,004,124,023,023
090010731003006,0,125,004,124,022,004,124,023,023
090010731003007,0,125,004,124,022,004,124,023,023
090010731003008,446,125,004,124,022,004,124,023,023
090010731003009,0,125,004,124,022,004,124,023,023
090010731003010,709,125,004,124,022,004,124,023,023
090010731003011,0,125,004,124,022,004,124,023,023
090010731003012,413,125,004,124,022,004,124,023,023
090010732001000,28,124,004,124,023,004,124,023,023
090010732001001,377,124,004,124,023,004,124,023,023
090010732001002,55,124,004,124,023,004,124,023,023
090010732001003,190,124,004,124,023,004,124,023,023
090010732001004,134,124,004,124,023,004,124,023,023
090010732002000,19,124,004,124,023,004,124,023,023
090010732002001,230,124,004,124,023,004,124,023,023
090010732002002,6,124,004,124,023,004,124,023,023
090010732002003,9,124,004,124,023,004,124,023,023
090010732002004,129,124,004,124,023,004,124,023,023
090010732002005,632,124,004,124,023,004,124,023,023
090010732002006,35,124,004,124,023,004,124,023,023
090010732002007,38,124,004,124,023,004,124,023,023
090010732002008,59,124,004,124,023,004,124,023,023
090010732002009,509,124,004,124,023,004,124,023,023
090010732002010,10,124,004,124,023,004,124,023,023
090010733001000,153,124,004,124,023,004,124,023,023
090010733001001,16,124,004,124,023,004,124,023,023
090010733001002,26,124,004,124,023,004,124,023,023
090010733001003,63,124,004,124,023,004,124,023,023
090010733001004,8,124,004,124,023,004,124,023,023
090010733001005,161,124,004,124,023,004,124,023,023
090010733001006,24,124,004,124,023,004,124,023,023
090010733001007,15,124,004,124,023,004,124,023,023
090010733001008,98,125,004,124,023,004,124,023,023
090010733001009,137,125,004,124,023,004,124,023,023
090010733001010,155,125,004,124,023,004,124,023,023
090010733001011,152,125,004,124,023,004,124,023,023
090010733001012,51,124,004,124,023,004,124,023,023
090010733001013,59,124,004,124,023,004,124,023,023
090010733001014,88,124,004,124,023,004,124,023,023
090010733001015,0,124,004,124,023,004,124,023,023
090010733001016,114,125,004,124,023,004,124,023,023
090010733001017,124,125,004,124,023,004,124,023,023
090010733001018,197,125,004,124,023,004,124,023,023
090010733001019,276,124,004,124,023,004,124,023,023
090010733002000,294,125,004,124,023,004,124,023,023
090010733002001,282,124,004,124,023,004,124,023,023
090010733002002,339,124,004,124,023,004,124,023,023
090010733002003,152,124,004,124,023,004,124,023,023
090010733002004,193,124,004,124,023,004,124,023,023
090010733002005,174,124,004,124,023,004,124,023,023
090010734001000,316,125,004,124,022,004,124,023,022
090010734001001,21,125,004,124,022,004,124,023,022
090010734001002,122,125,004,124,022,004,124,023,022
090010734001003,292,125,004,124,022,004,124,023,022
090010734001004,117,125,004,124,022,004,124,023,022
090010734001005,93,125,004,124,022,004,124,023,022
090010734001006,123,125,004,124,022,004,124,023,022
090010734001007,127,125,004,124,022,004,124,023,022
090010734001008,133,125,004,124,022,004,124,023,022
090010734001009,45,125,004,124,022,004,124,023,022
090010734001010,53,125,004,124,022,004,124,023,022
090010734001011,75,125,004,124,022,004,124,023,022
090010734001012,169,125,004,124,022,004,124,023,022
090010734001013,81,125,004,124,022,004,124,023,022
090010734001014,0,125,004,124,022,004,124,023,022
090010734001015,75,125,004,124,022,004,124,023,022
090010734001016,0,125,004,124,022,004,124,023,022
090010734001017,0,124,004,124,022,004,124,023,022
090010734001018,0,125,004,124,022,004,124,023,022
090010734001019,0,125,004,124,022,004,124,023,022
090010734001020,0,125,004,124,022,004,124,023,022
090010734001021,0,125,004,124,022,004,124,023,022
090010734001022,0,125,004,124,022,004,124,023,022
090010734001023,0,125,004,124,022,004,124,023,022
090010734001024,7,125,004,124,022,004,124,023,022
090010734001025,13,125,004,124,022,004,124,023,022
090010734001026,7,125,004,124,022,004,124,023,022
090010734001027,40,125,004,124,022,004,124,023,022
090010734001028,63,125,004,124,022,004,124,023,022
090010734001029,0,125,004,124,022,004,124,023,022
090010734002000,141,125,004,124,022,004,124,023,022
090010734002001,101,125,004,124,022,004,124,023,022
090010734002002,221,125,004,124,022,004,124,023,022
090010734002003,1,125,004,124,022,004,124,023,022
090010734002004,188,125,004,124,022,004,124,023,022
090010734002005,213,125,004,124,022,004,124,023,022
090010734002006,110,125,004,124,022,004,124,023,022
090010734002007,104,125,004,124,022,004,124,023,022
090010734002008,60,125,004,124,022,004,124,023,022
090010734002009,57,125,004,124,022,004,124,023,022
090010734002010,0,125,004,124,022,004,124,023,022
090010734003000,99,125,004,126,022,004,126,023,022
090010734003001,137,125,004,126,022,004,126,023,022
090010734003002,134,125,004,126,022,004,126,023,022
090010734003003,172,125,004,126,022,004,126,023,022
090010734003004,71,125,004,126,022,004,126,023,022
090010734003005,0,125,004,126,022,004,126,023,022
090010734003006,77,125,004,128,022,004,126,023,023
090010734003007,255,125,004,128,022,004,126,023,023
090010735001000,226,125,004,124,023,004,124,023,023
090010735001001,73,125,004,124,023,004,124,023,023
090010735001002,9,128,004,128,023,004,128,023,023
090010735001003,152,128,004,128,023,004,128,023,023
090010735001004,122,128,004,128,023,004,128,023,023
090010735001005,103,128,004,128,023,004,128,023,023
090010735001006,53,128,004,128,023,004,128,023,023
090010735001007,4,128,004,128,023,004,128,023,023
090010735001008,111,128,004,128,023,004,128,023,023
090010735001009,106,128,004,128,023,004,128,023,023
090010735001010,84,128,004,128,023,004,128,023,023
090010735001011,24,128,004,128,023,004,128,023,023
090010735001012,111,128,004,128,023,004,128,023,023
090010735002000,129,128,004,128,023,004,128,023,023
090010735002001,117,128,004,128,023,004,128,023,023
090010735002002,88,128,004,128,023,004,128,023,023
090010735002003,103,128,004,128,023,004,128,023,023
090010735002004,119,128,004,128,023,004,128,023,023
090010735002005,136,128,004,128,023,004,128,023,023
090010735002006,3,128,004,128,023,004,128,023,023
090010735002007,89,128,004,128,023,004,128,023,023
090010735002008,98,128,004,128,023,004,128,023,023
090010735002009,82,128,004,128,023,004,128,023,023
090010735002010,56,128,004,128,023,004,128,023,023
090010735002011,77,128,004,128,023,004,128,023,023
090010735002012,56,128,004,128,023,004,128,023,023
090010735003000,180,128,004,128,023,004,128,023,023
090010735003001,162,128,004,128,023,004,128,023,023
090010735003002,0,128,004,128,023,004,128,023,023
090010735003003,86,128,004,128,023,004,128,023,023
090010735003004,75,128,004,128,023,004,128,023,023
090010735003005,124,128,004,128,023,004,128,023,023
090010735003006,25,128,004,128,023,004,128,023,023
090010735003007,209,128,004,128,023,004,128,023,023
090010735003008,128,128,004,128,023,004,128,023,023
090010735003009,133,128,004,128,023,004,128,023,023
090010735003010,3,128,004,128,023,004,128,023,023
090010735003011,0,128,004,128,023,004,128,023,023
090010736001000,110,128,004,128,023,004,128,023,023
090010736001001,106,128,004,128,023,004,128,023,023
090010736001002,93,128,004,128,023,004,128,023,023
090010736001003,81,128,004,128,023,004,128,023,023
090010736001004,23,128,004,128,023,004,128,023,023
090010736001005,125,128,004,128,023,004,128,023,023
090010736001006,117,128,004,128,023,004,128,023,023
090010736001007,172,128,004,128,023,004,128,023,023
090010736001008,156,128,004,128,023,004,128,023,023
090010736001009,159,128,004,128,023,004,128,023,023
090010736001010,82,128,004,128,023,004,128,023,023
090010736002000,111,128,004,128,023,004,128,023,023
090010736002001,114,128,004,128,023,004,128,023,023
090010736002002,158,128,004,128,023,004,128,023,023
090010736002003,102,128,004,128,023,004,128,023,023
090010736002004,183,128,004,128,023,004,128,023,023
090010736002005,113,128,004,128,023,004,128,023,023
090010736002006,113,128,004,128,023,004,128,023,023
090010736002007,84,128,004,128,023,004,128,023,023
090010736002008,102,128,004,128,023,004,128,023,023
090010737001000,68,124,004,124,023,004,124,023,023
090010737001001,192,124,004,124,023,004,124,023,023
090010737001002,200,124,004,124,023,004,124,023,023
090010737001003,44,124,004,124,023,004,124,023,023
090010737001004,85,124,004,124,023,004,124,023,023
090010737001005,241,124,004,124,023,004,124,023,023
090010737001006,198,124,004,124,023,004,124,023,023
090010737002000,118,124,004,124,023,004,124,023,023
090010737002001,26,124,004,124,023,004,124,023,023
090010737002002,83,124,004,124,023,004,124,023,023
090010737002003,215,124,004,124,023,004,124,023,023
090010737002004,287,124,004,124,023,004,124,023,023
090010737002005,261,124,004,124,023,004,124,023,023
090010737002006,0,124,004,124,023,004,124,023,023
090010737002007,46,124,004,124,023,004,124,023,023
090010737003000,79,124,004,124,023,004,124,023,023
090010737003001,122,124,004,124,023,004,124,023,023
090010737003002,44,124,004,124,023,004,124,023,023
090010737003003,59,124,004,124,023,004,124,023,023
090010737003004,235,124,004,124,023,004,124,023,023
090010737003005,180,124,004,124,023,004,124,023,023
090010737003006,179,124,004,124,023,004,124,023,023
090010737003007,110,124,004,124,023,004,124,023,023
090010737003008,0,124,004,124,023,004,124,023,023
090010737004000,10,124,004,124,023,004,124,023,023
090010737004001,209,124,004,124,023,004,124,023,023
090010737004002,214,124,004,124,023,004,124,023,023
090010737004003,193,124,004,124,023,004,124,023,023
090010737004004,64,124,004,124,023,004,124,023,023
090010737004005,0,124,004,124,023,004,128,023,023
090010737004006,23,124,004,124,023,004,124,023,023
090010737004007,99,124,004,124,023,004,124,023,023
090010737005000,216,124,004,124,023,004,124,023,023
090010737005001,104,124,004,124,023,004,124,023,023
090010737005002,143,124,004,124,023,004,128,023,023
090010737005003,70,124,004,124,023,004,124,023,023
090010737005004,404,124,004,124,023,004,124,023,023
090010737005005,3,124,004,124,023,004,128,023,023
090010737005006,0,124,004,124,023,004,128,023,023
090010738001000,0,128,004,128,023,004,128,023,023
090010738001001,0,128,004,128,023,004,128,023,023
090010738001002,0,128,004,128,023,004,128,023,023
090010738001003,65,128,004,128,023,004,128,023,023
090010738001004,115,128,004,128,023,004,128,023,023
090010738001005,137,128,004,128,023,004,128,023,023
090010738001006,93,128,004,128,023,004,128,023,023
090010738001007,109,128,004,128,023,004,128,023,023
090010738001008,131,128,004,128,023,004,128,023,023
090010738002000,0,128,004,128,023,004,128,023,023
090010738002001,0,128,004,128,023,004,128,023,023
090010738002002,117,128,004,128,023,004,128,023,023
090010738002003,110,128,004,128,023,004,128,023,023
090010738002004,140,128,004,128,023,004,128,023,023
