GEOID10,pop,sldl_2000,cd_2013,sldl_2013,sldu_2000,cd_2003,sldl_2010,sldu_2013,sldu_2010
090053005002029,1,066,005,066,030,005,066,030,030
090053005002030,17,066,005,066,030,005,066,030,030
090053005002031,0,066,005,066,030,005,066,030,030
090053005002032,3,066,005,066,030,005,066,030,030
090053005002033,17,066,005,066,030,005,066,030,030
090053005002034,47,066,005,066,030,005,066,030,030
090053005002035,48,066,005,066,030,005,066,030,030
090053005002036,1,066,005,066,030,005,066,030,030
090053005002037,0,066,005,066,030,005,066,030,030
090053005002038,0,066,005,066,030,005,066,030,030
090053005002039,4,066,005,066,030,005,066,030,030
090053005002040,0,066,005,066,030,005,066,030,030
090053005002041,2,066,005,066,030,005,066,030,030
090053005002042,0,066,005,066,030,005,066,030,030
090053005002043,0,066,005,066,030,005,066,030,030
090053005002044,2,066,005,066,030,005,066,030,030
090053005002045,2,066,005,066,030,005,066,030,030
090053005002046,0,066,005,066,030,005,066,030,030
090053005002047,4,066,005,066,030,005,066,030,030
090053005002048,24,066,005,066,030,005,066,030,030
090053005002049,0,066,005,066,030,005,066,030,030
090053005002050,0,066,005,066,030,005,066,030,030
090053005002051,0,066,005,066,030,005,066,030,030
090053005002052,0,066,005,066,030,005,066,030,030
090053005002053,0,066,005,066,030,005,066,030,030
090053005002054,0,066,005,066,030,005,066,030,030
090053005002055,0,066,005,066,030,005,066,030,030
090053005002056,0,066,005,066,030,005,066,030,030
090053005002057,0,066,005,066,030,005,066,030,030
090053005002058,0,066,005,066,030,005,066,030,030
090053005002059,2,066,005,066,030,005,066,030,030
090053005002060,0,066,005,066,030,005,066,030,030
090053005002061,0,066,005,066,030,005,066,030,030
090053005002062,0,066,005,066,030,005,066,030,030
090053005002063,26,066,005,066,030,005,066,030,030
090053005002064,103,066,005,066,030,005,066,030,030
090053005002065,0,066,005,066,030,005,066,030,030
090053005002066,0,066,005,066,030,005,066,030,030
090053005002067,0,066,005,066,030,005,066,030,030
090053005002068,1,066,005,066,030,005,066,030,030
090053005002069,15,066,005,066,030,005,066,030,030
090053005002070,0,066,005,066,030,005,066,030,030
090053005002071,6,066,005,066,030,005,066,030,030
090053005002072,0,066,005,066,030,005,066,030,030
090053005002073,0,066,005,066,030,005,066,030,030
090053005002074,0,066,005,066,030,005,066,030,030
090053005002075,0,066,005,066,030,005,066,030,030
090053005002076,0,066,005,066,030,005,066,030,030
090053005002077,0,066,005,066,030,005,066,030,030
090053005002078,0,066,005,066,030,005,066,030,030
090053005002079,2,066,005,066,030,005,066,030,030
090053005002080,0,066,005,066,030,005,066,030,030
090053005002081,0,066,005,066,030,005,066,030,030
090053005002082,0,066,005,066,030,005,066,030,030
090053005002083,0,066,005,066,030,005,066,030,030
090053031001000,0,066,005,066,030,005,066,030,030
090053031001001,4,066,005,066,030,005,066,030,030
090053031001002,0,066,005,066,030,005,066,030,030
090053031001003,0,066,005,066,030,005,066,030,030
090053031001004,36,066,005,066,030,005,066,030,030
090053031001005,0,066,005,066,030,005,066,030,030
090053031001006,0,066,005,066,030,005,066,030,030
090053031001007,0,066,005,066,030,005,066,030,030
090053031001008,0,066,005,066,030,005,066,030,030
090053031001009,0,066,005,066,030,005,066,030,030
090053031001010,3,066,005,066,030,005,066,030,030
090053031001011,21,066,005,066,030,005,066,030,030
090053031001012,0,066,005,066,030,005,066,030,030
090053031001013,5,066,005,066,030,005,066,030,030
090053031001014,0,066,005,066,030,005,066,030,030
090053031001015,68,066,005,066,030,005,066,030,030
090053031001016,4,066,005,066,030,005,066,030,030
090053031001017,13,066,005,066,030,005,066,030,030
090053031001018,20,066,005,066,030,005,066,030,030
090053031001019,166,066,005,066,030,005,066,030,030
090053031001020,19,066,005,066,030,005,066,030,030
090053031001021,132,066,005,066,030,005,066,030,030
090053031001022,9,066,005,066,030,005,066,030,030
090053031001023,0,066,005,066,030,005,066,030,030
090053031001024,29,066,005,066,030,005,066,030,030
090053031001025,0,066,005,066,030,005,066,030,030
090053031001026,49,066,005,066,030,005,066,030,030
090053031001027,13,066,005,066,030,005,066,030,030
090053031001028,12,066,005,066,030,005,066,030,030
090053031001029,3,066,005,066,030,005,066,030,030
090053031001030,0,066,005,066,030,005,066,030,030
090053031001031,0,066,005,066,030,005,066,030,030
090053031001032,1,066,005,066,030,005,066,030,030
090053031001033,0,066,005,066,030,005,066,030,030
090053031001034,0,066,005,066,030,005,066,030,030
090053031001035,0,066,005,066,030,005,066,030,030
090053031001036,8,066,005,066,030,005,066,030,030
090053031001037,37,066,005,066,030,005,066,030,030
090053031001038,80,066,005,066,030,005,066,030,030
090053031001039,7,066,005,066,030,005,066,030,030
090053031001040,6,066,005,066,030,005,066,030,030
090053031001041,2,066,005,066,030,005,066,030,030
090053031001042,2,066,005,066,030,005,066,030,030
090053031001043,128,066,005,066,030,005,066,030,030
090053031001044,21,066,005,066,030,005,066,030,030
090053031001045,32,066,005,066,030,005,066,030,030
090053031001046,17,066,005,066,030,005,066,030,030
090053031001047,4,066,005,066,030,005,066,030,030
090053031001048,5,066,005,066,030,005,066,030,030
090053031001049,0,066,005,066,030,005,066,030,030
090053031001050,0,066,005,066,030,005,066,030,030
090053031001051,20,066,005,066,030,005,066,030,030
090053031001052,46,066,005,066,030,005,066,030,030
090053031001053,0,066,005,066,030,005,066,030,030
090053031001054,0,066,005,066,030,005,066,030,030
090053031001055,18,066,005,066,030,005,066,030,030
090053031001056,0,066,005,066,030,005,066,030,030
090053031001057,9,066,005,066,030,005,066,030,030
090053031001058,0,066,005,066,030,005,066,030,030
090053031001059,0,066,005,066,030,005,066,030,030
090053031001060,0,066,005,066,030,005,066,030,030
090053031001061,0,066,005,066,030,005,066,030,030
090053031001062,40,066,005,066,030,005,066,030,030
090053031001063,5,066,005,066,030,005,066,030,030
090053031001064,2,066,005,066,030,005,066,030,030
090053031001065,3,066,005,066,030,005,066,030,030
090053031001066,45,066,005,066,030,005,066,030,030
090053031001067,3,066,005,066,030,005,066,030,030
090053031001068,10,066,005,066,030,005,066,030,030
090053031001069,11,066,005,066,030,005,066,030,030
090053031001070,171,066,005,066,030,005,066,030,030
090053031001071,0,066,005,066,030,005,066,030,030
090053031001072,0,066,005,066,030,005,066,030,030
090053031001073,0,066,005,066,030,005,066,030,030
090053031001074,0,066,005,066,030,005,066,030,030
090053031001075,0,066,005,066,030,005,066,030,030
090053031001076,18,066,005,066,030,005,066,030,030
090053031001077,18,066,005,066,030,005,066,030,030
090053031001078,8,066,005,066,030,005,066,030,030
090053031001079,0,066,005,066,030,005,066,030,030
090053031002000,0,066,005,066,030,005,066,030,030
090053031002001,0,066,005,066,030,005,066,030,030
090053031002002,0,066,005,066,030,005,066,030,030
090053031002003,0,066,005,066,030,005,066,030,030
090053031002004,229,066,005,066,030,005,066,030,030
090053031002005,0,066,005,066,030,005,066,030,030
090053031002006,0,066,005,066,030,005,066,030,030
090053031002007,0,066,005,066,030,005,066,030,030
090053031002008,0,066,005,066,030,005,066,030,030
090053031002009,0,066,005,066,030,005,066,030,030
090053031002010,4,066,005,066,030,005,066,030,030
090053031002011,0,066,005,066,030,005,066,030,030
090053031002012,0,066,005,066,030,005,066,030,030
090053031002013,0,066,005,066,030,005,066,030,030
090053031002014,7,066,005,066,030,005,066,030,030
090053031002015,0,066,005,066,030,005,066,030,030
090053031002016,0,066,005,066,030,005,066,030,030
090053031002017,0,066,005,066,030,005,066,030,030
090053031002018,0,066,005,066,030,005,066,030,030
090053031002019,3,066,005,066,030,005,066,030,030
090053031002020,5,066,005,066,030,005,066,030,030
090053031002021,0,066,005,066,030,005,066,030,030
090053031002022,106,066,005,066,030,005,066,030,030
090053031002023,12,066,005,066,030,005,066,030,030
090053031002024,2,066,005,066,030,005,066,030,030
090053031002025,31,066,005,066,030,005,066,030,030
090053031002026,0,066,005,066,030,005,066,030,030
090053031002027,115,066,005,066,030,005,066,030,030
090053031002028,59,066,005,066,030,005,066,030,030
090053031002029,33,066,005,066,030,005,066,030,030
090053031002030,0,066,005,066,030,005,066,030,030
090053031002031,71,066,005,066,030,005,066,030,030
090053031002032,47,066,005,066,030,005,066,030,030
090053031002033,4,066,005,066,030,005,066,030,030
090053031002034,67,066,005,066,030,005,066,030,030
090053031002035,0,066,005,066,030,005,066,030,030
090053031002036,98,066,005,066,030,005,066,030,030
090053031002037,0,066,005,066,030,005,066,030,030
090053031002038,0,066,005,066,030,005,066,030,030
090053031002039,0,066,005,066,030,005,066,030,030
090053031002040,0,066,005,066,030,005,066,030,030
090053031002041,0,066,005,066,030,005,066,030,030
090053031002042,0,066,005,066,030,005,066,030,030
090053031002043,0,066,005,066,030,005,066,030,030
090053031002044,0,066,005,066,030,005,066,030,030
090053031002045,0,066,005,066,030,005,066,030,030
090053031002046,0,066,005,066,030,005,066,030,030
090053031002047,57,066,005,066,030,005,066,030,030
090053031002048,26,066,005,066,030,005,066,030,030
090053031002049,0,066,005,066,030,005,066,030,030
090053031002050,0,066,005,066,030,005,066,030,030
090053031002051,0,066,005,066,030,005,066,030,030
090053031002052,0,066,005,066,030,005,066,030,030
090053031002053,0,066,005,066,030,005,066,030,030
090053031002054,0,066,005,066,030,005,066,030,030
090053031002055,0,066,005,066,030,005,066,030,030
090053031002056,0,066,005,066,030,005,066,030,030
090053031002057,0,066,005,066,030,005,066,030,030
090053031002058,8,066,005,066,030,005,066,030,030
090053031002059,13,066,005,066,030,005,066,030,030
090053031002060,8,066,005,066,030,005,066,030,030
090053031002061,0,066,005,066,030,005,066,030,030
090053061001000,0,062,001,062,008,001,062,008,008
090053061001001,0,062,001,062,008,001,062,008,008
090053061001002,0,062,001,062,008,001,062,008,008
090053061001003,0,062,001,062,008,001,062,008,008
090053061001004,41,062,001,062,008,001,062,008,008
090053061001005,1,062,001,062,008,001,062,008,008
090053061001006,11,062,001,062,008,001,062,008,008
090053061001007,18,062,001,062,008,001,062,008,008
090053061001008,27,062,001,062,008,001,062,008,008
090053061001009,17,062,001,062,008,001,062,008,008
090053061001010,0,062,001,062,008,001,062,008,008
090053061001011,0,062,001,062,008,001,062,008,008
090053061001012,0,062,001,062,008,001,062,008,008
090053061001013,0,062,001,062,008,001,062,008,008
090053061001014,0,062,001,062,008,001,062,008,008
090053061001015,0,062,001,062,008,001,062,008,008
090053061001016,23,062,001,062,008,001,062,008,008
090053061001017,103,062,001,062,008,001,062,008,008
090053061001018,39,062,001,062,008,001,062,008,008
090053061001019,0,062,001,062,008,001,062,008,008
090053061001020,219,062,001,062,008,001,062,008,008
090053061001021,0,062,001,062,008,001,062,008,008
090053061001022,94,062,001,062,008,001,062,008,008
090053061001023,11,062,001,062,008,001,062,008,008
090053061001024,6,062,001,062,008,001,062,008,008
090053061001025,164,062,001,062,008,001,062,008,008
090053061001026,0,062,001,062,008,001,062,008,008
090053061001027,0,062,001,062,008,001,062,008,008
090053061001028,0,062,001,062,008,001,062,008,008
090053061001029,45,062,001,062,008,001,062,008,008
090053061001030,0,062,001,062,008,001,062,008,008
090053061001031,0,062,001,062,008,001,062,008,008
090053061001032,215,062,001,062,008,001,062,008,008
090053061001033,6,062,001,062,008,001,062,008,008
090053061001034,17,062,001,062,008,001,062,008,008
090053061001035,22,062,001,062,008,001,062,008,008
090053061001036,58,062,001,062,008,001,062,008,008
090053061001037,30,062,001,062,008,001,062,008,008
090053061001038,34,062,001,062,008,001,062,008,008
090053061001039,29,062,001,062,008,001,062,008,008
090053061001040,70,062,001,062,008,001,062,008,008
090053061001041,28,062,001,062,008,001,062,008,008
090053061001042,25,062,001,062,008,001,062,008,008
090053061001043,16,062,001,062,008,001,062,008,008
090053061001044,16,062,001,062,008,001,062,008,008
090053061001045,0,062,001,062,008,001,062,008,008
090053061002000,19,062,001,062,008,001,062,008,008
090053061002001,21,062,001,062,008,001,062,008,008
090053061002002,13,062,001,062,008,001,062,008,008
090053061002003,3,062,001,062,008,001,062,008,008
090053061002004,15,062,001,062,008,001,062,008,008
090053061002005,0,062,001,062,008,001,062,008,008
090053061002006,11,062,001,062,008,001,062,008,008
090053061002007,6,062,001,062,008,001,062,008,008
090053061002008,1,062,001,062,008,001,062,008,008
090053061002009,4,062,001,062,008,001,062,008,008
090053061002010,25,062,001,062,008,001,062,008,008
090053061002011,0,062,001,062,008,001,062,008,008
090053061002012,22,062,001,062,008,001,062,008,008
090053061002013,0,062,001,062,008,001,062,008,008
090053061002014,0,062,001,062,008,001,062,008,008
090053061002015,240,062,001,062,008,001,062,008,008
090053061002016,0,062,001,062,008,001,062,008,008
090053061002017,11,062,001,062,008,001,062,008,008
090053061002018,8,062,001,062,008,001,062,008,008
090053061002019,0,062,001,062,008,001,062,008,008
090053061002020,59,062,001,062,008,001,062,008,008
090053061002021,0,062,001,062,008,001,062,008,008
090053061002022,0,062,001,062,008,001,062,008,008
090053061002023,13,062,001,062,008,001,062,008,008
090053061002024,89,062,001,062,008,001,062,008,008
090053061002025,0,062,001,062,008,001,062,008,008
090053061002026,0,062,001,062,008,001,062,008,008
090053061002027,0,062,001,062,008,001,062,008,008
090053061002028,0,062,001,062,008,001,062,008,008
090053061002029,1,062,001,062,008,001,062,008,008
090053061002030,0,062,001,062,008,001,062,008,008
090053061002031,0,062,001,062,008,001,062,008,008
090053061002032,0,062,001,062,008,001,062,008,008
090053061002033,0,062,001,062,008,001,062,008,008
090053061002034,4,062,001,062,008,001,062,008,008
090053061002035,0,062,001,062,008,001,062,008,008
090053061002036,0,062,001,062,008,001,062,008,008
090053061002037,20,062,001,062,008,001,062,008,008
090053061002038,0,062,001,062,008,001,062,008,008
090053061002039,0,062,001,062,008,001,062,008,008
090053061002040,11,062,001,062,008,001,062,008,008
090053061002041,6,062,001,062,008,001,062,008,008
090053061002042,63,062,001,062,008,001,062,008,008
090053061002043,14,062,001,062,008,001,062,008,008
090053061002044,0,062,001,062,008,001,062,008,008
090053061002045,6,062,001,062,008,001,062,008,008
090053061002046,11,062,001,062,008,001,062,008,008
090053061002047,22,062,001,062,008,001,062,008,008
090053061002048,0,062,001,062,008,001,062,008,008
090053061002049,0,062,001,062,008,001,062,008,008
090053061002050,0,062,001,062,008,001,062,008,008
090053061002051,0,062,001,062,008,001,062,008,008
090053061002052,0,062,001,062,008,001,062,008,008
090053061002053,0,062,001,062,008,001,062,008,008
090053061002054,0,062,001,062,008,001,062,008,008
090053061002055,0,062,001,062,008,001,062,008,008
090053061002056,0,062,001,062,008,001,062,008,008
090053061002057,5,062,001,062,008,001,062,008,008
090053061002058,7,062,001,062,008,001,062,008,008
090053061002059,16,062,001,062,008,001,062,008,008
090053061002060,9,062,001,062,008,001,062,008,008
090053061002061,9,062,001,062,008,001,062,008,008
090053061002062,0,062,001,062,008,001,062,008,008
090053061002063,0,062,001,062,008,001,062,008,008
090053061002064,6,062,001,062,008,001,062,008,008
090053061002065,0,062,001,062,008,001,062,008,008
090053061002066,0,062,001,062,008,001,062,008,008
090053061002067,0,062,001,062,008,001,062,008,008
090053061002068,0,062,001,062,008,001,062,008,008
090053061002069,0,062,001,062,008,001,062,008,008
090053061002070,0,062,001,062,008,001,062,008,008
090053061002071,312,062,001,062,008,001,062,008,008
090053061002072,0,062,001,062,008,001,062,008,008
090053061002073,0,062,001,062,008,001,062,008,008
090053061002074,2,062,001,062,008,001,062,008,008
090053061002075,16,062,001,062,008,001,062,008,008
090053061002076,0,062,001,062,008,001,062,008,008
090053061002077,0,062,001,062,008,001,062,008,008
090053061002078,0,062,001,062,008,001,062,008,008
090053061002079,0,062,001,062,008,001,062,008,008
090053061002080,103,062,001,062,008,001,062,008,008
090053061002081,0,062,001,062,008,001,062,008,008
090053061002082,97,062,001,062,008,001,062,008,008
090053061002083,7,062,001,062,008,001,062,008,008
090053061002084,161,062,001,062,008,001,062,008,008
090053061002085,168,062,001,062,008,001,062,008,008
090053061002086,29,062,001,062,008,001,062,008,008
090053061002087,49,062,001,062,008,001,062,008,008
090053061002088,0,062,001,062,008,001,062,008,008
090053061002089,0,062,001,062,008,001,062,008,008
090053061003000,63,062,001,062,008,001,062,008,008
090053061003001,76,062,001,062,008,001,062,008,008
090053061003002,7,062,001,062,008,001,062,008,008
090053061003003,37,062,001,062,008,001,062,008,008
090053061003004,103,062,001,062,008,001,062,008,008
090053061003005,18,062,001,062,008,001,062,008,008
090053061003006,3,062,001,062,008,001,062,008,008
090053061003007,62,062,001,062,008,001,062,008,008
090053061003008,188,062,001,062,008,001,062,008,008
090053061003009,0,062,001,062,008,001,062,008,008
090053061003010,4,062,001,062,008,001,062,008,008
090053061003011,159,062,001,062,008,001,062,008,008
090053061003012,43,062,001,062,008,001,062,008,008
090053061003013,144,062,001,062,008,001,062,008,008
090053061003014,2,062,001,062,008,001,062,008,008
090053061003015,84,062,001,062,008,001,062,008,008
090053061003016,0,062,001,062,008,001,062,008,008
090053061003017,3,062,001,062,008,001,062,008,008
090053061003018,26,062,001,062,008,001,062,008,008
090053061003019,0,062,001,062,008,001,062,008,008
090053061003020,0,062,001,062,008,001,062,008,008
090053061003021,40,062,001,062,008,001,062,008,008
090053061003022,58,062,001,062,008,001,062,008,008
090053061003023,164,062,001,062,008,001,062,008,008
090053061003024,0,062,001,062,008,001,062,008,008
090053061003025,6,062,001,062,008,001,062,008,008
090053061003026,7,062,001,062,008,001,062,008,008
090053061003027,33,062,001,062,008,001,062,008,008
090053061003028,0,062,001,062,008,001,062,008,008
090053061003029,43,062,001,062,008,001,062,008,008
090053061003030,0,062,001,062,008,001,062,008,008
090053061003031,0,062,001,062,008,001,062,008,008
090053061003032,17,062,001,062,008,001,062,008,008
090053061003033,65,062,001,062,008,001,062,008,008
090053061003034,5,062,001,062,008,001,062,008,008
090053061003035,64,062,001,062,008,001,062,008,008
090053061003036,41,062,001,062,008,001,062,008,008
090053061003037,21,062,001,062,008,001,062,008,008
090053061003038,90,062,001,062,008,001,062,008,008
090053061003039,57,062,001,062,008,001,062,008,008
090053061003040,12,062,001,062,008,001,062,008,008
090053061003041,75,062,001,062,008,001,062,008,008
090053061003042,0,062,001,062,008,001,062,008,008
090053061003043,0,062,001,062,008,001,062,008,008
090053061004000,210,062,001,062,008,001,062,008,008
090053061004001,10,062,001,062,008,001,062,008,008
090053061004002,482,062,001,062,008,001,062,008,008
090053061004003,71,062,001,062,008,001,062,008,008
090053061004004,48,062,001,062,008,001,062,008,008
090053061004005,0,062,001,062,008,001,062,008,008
090053061004006,13,062,001,062,008,001,062,008,008
090053061004007,2,062,001,062,008,001,062,008,008
090053061004008,160,062,001,062,008,001,062,008,008
090053061004009,126,062,001,062,008,001,062,008,008
090053061004010,6,062,001,062,008,001,062,008,008
090053061004011,0,062,001,062,008,001,062,008,008
090053061004012,0,062,001,062,008,001,062,008,008
090053061004013,6,062,001,062,008,001,062,008,008
090053061004014,0,062,001,062,008,001,062,008,008
090053061004015,8,062,001,062,008,001,062,008,008
090053061004016,0,062,001,062,008,001,062,008,008
090053061004017,136,062,001,062,008,001,062,008,008
090053061004018,0,062,001,062,008,001,062,008,008
090053061004019,0,062,001,062,008,001,062,008,008
090053061004020,22,062,001,062,008,001,062,008,008
090053061004021,25,062,001,062,008,001,062,008,008
090053061004022,19,062,001,062,008,001,062,008,008
090053061004023,0,062,001,062,008,001,062,008,008
090053061004024,85,062,001,062,008,001,062,008,008
090053061004025,88,062,001,062,008,001,062,008,008
090053061004026,85,062,001,062,008,001,062,008,008
090053061004027,2,062,001,062,008,001,062,008,008
090053061004028,15,062,001,062,008,001,062,008,008
090053061004029,0,062,001,062,008,001,062,008,008
090053061004030,6,062,001,062,008,001,062,008,008
090053061004031,70,062,001,062,008,001,062,008,008
090053061004032,2,062,001,062,008,001,062,008,008
090053061004033,2,062,001,062,008,001,062,008,008
090053061004034,0,062,001,062,008,001,062,008,008
090053061004035,3,062,001,062,008,001,062,008,008
090053061004036,2,062,001,062,008,001,062,008,008
090053061004037,32,062,001,062,008,001,062,008,008
090053061004038,4,062,001,062,008,001,062,008,008
090053061004039,82,062,001,062,008,001,062,008,008
090053061004040,0,062,001,062,008,001,062,008,008
090053061004041,2,062,001,062,008,001,062,008,008
090053061004042,12,062,001,062,008,001,062,008,008
090053061004043,0,062,001,062,008,001,062,008,008
090053061004044,0,062,001,062,008,001,062,008,008
090053061004045,6,062,001,062,008,001,062,008,008
090053061004046,12,062,001,062,008,001,062,008,008
090053061004047,0,062,001,062,008,001,062,008,008
090053061004048,0,062,001,062,008,001,062,008,008
090053061004049,0,062,001,062,008,001,062,008,008
090053061004050,6,062,001,062,008,001,062,008,008
090053061004051,20,062,001,062,008,001,062,008,008
090053061004052,4,062,001,062,008,001,062,008,008
090053061004053,13,062,001,062,008,001,062,008,008
090053061004054,0,062,001,062,008,001,062,008,008
090053061004055,67,062,001,062,008,001,062,008,008
090053061004056,0,062,001,062,008,001,062,008,008
090053061004057,3,062,001,062,008,001,062,008,008
090053061004058,84,062,001,062,008,001,062,008,008
090053061004059,0,062,001,062,008,001,062,008,008
090053101001000,0,065,005,065,030,005,065,030,008
090053101001001,0,065,005,065,030,005,065,030,008
090053101001002,0,065,005,065,030,005,065,030,008
090053101001003,647,065,005,065,030,005,065,030,008
090053101001004,79,065,005,065,030,005,065,030,008
090053101001005,83,065,005,065,030,005,065,030,008
090053101001006,3,065,005,065,030,005,065,030,008
090053101001007,0,065,005,065,030,005,065,030,008
090053101001008,0,065,005,065,030,005,065,030,008
090053101001009,0,065,005,065,030,005,065,030,008
090053101001010,35,065,005,065,030,005,065,008,008
090053101001011,144,065,005,065,030,005,065,008,008
090053101001012,24,065,005,065,030,005,065,008,008
090053101001013,84,065,005,065,030,005,065,008,008
090053101001014,89,065,005,065,030,005,065,008,008
090053101001015,0,065,005,065,030,005,065,030,008
090053101001016,0,065,005,065,030,005,065,030,008
090053101001017,20,065,005,065,030,005,065,030,008
090053101001018,41,065,005,065,030,005,065,030,008
090053101001019,52,065,005,065,030,005,065,030,008
090053101001020,46,065,005,065,030,005,065,030,008
090053101001021,45,065,005,065,030,005,065,030,008
090053101001022,72,065,005,065,030,005,065,030,008
090053101001023,34,065,005,065,030,005,065,030,008
090053101001024,43,065,005,065,030,005,065,030,008
090053101001025,0,065,005,065,030,005,065,030,008
090053101002000,0,065,005,065,030,005,065,030,008
090053101002001,69,065,005,065,030,005,065,030,008
090053101002002,0,065,005,065,030,005,065,030,008
090053101002003,140,065,005,065,030,005,065,030,008
090053101002004,75,065,005,065,030,005,065,030,008
090053101002005,26,065,005,065,030,005,065,030,008
090053101002006,37,065,005,065,030,005,065,030,008
090053101002007,29,065,005,065,030,005,065,030,008
090053101002008,32,065,005,065,030,005,065,030,008
090053101002009,7,065,005,065,030,005,065,030,008
090053101002010,34,065,005,065,030,005,065,030,008
090053101002011,38,065,005,065,030,005,065,030,008
090053101002012,47,065,005,065,030,005,065,030,008
090053101002013,35,065,005,065,030,005,065,030,008
090053101002014,39,065,005,065,030,005,065,030,008
090053101002015,25,065,005,065,030,005,065,030,008
090053101002016,44,065,005,065,030,005,065,030,008
090053101002017,34,065,005,065,030,005,065,030,008
090053101002018,70,065,005,065,030,005,065,030,008
090053101002019,51,065,005,065,030,005,065,030,008
090053101002020,12,065,005,065,030,005,065,030,008
090053101002021,0,065,005,065,030,005,065,030,008
090053101002022,105,065,005,065,030,005,065,030,008
090053101003000,180,065,005,065,030,005,065,030,008
090053101003001,58,065,005,065,030,005,065,030,008
090053101003002,54,065,005,065,030,005,065,030,008
090053101003003,35,065,005,065,030,005,065,030,008
090053101003004,0,065,005,065,030,005,065,030,008
090053101003005,0,065,005,065,030,005,065,030,008
090053101003006,0,065,005,065,030,005,065,030,008
090053101003007,101,065,005,065,030,005,065,030,008
090053101003008,141,065,005,065,030,005,065,030,008
090053101003009,108,065,005,065,030,005,065,030,008
090053101003010,0,065,005,065,030,005,065,030,008
090053101003011,160,065,005,065,030,005,065,030,008
090053101003012,55,065,005,065,030,005,065,030,008
090053101003013,18,065,005,065,030,005,065,030,008
090053101003014,28,065,005,065,030,005,065,030,008
090053101003015,24,065,005,065,030,005,065,030,008
090053101003016,113,065,005,065,030,005,065,030,008
090053101003017,112,065,005,065,030,005,065,030,008
090053101003018,123,065,005,065,030,005,065,030,008
090053101003019,39,065,005,065,030,005,065,030,008
090053101003020,74,065,005,065,030,005,065,030,008
090053101003021,56,065,005,065,030,005,065,030,008
090053101003022,24,065,005,065,030,005,065,030,008
090053101003023,0,065,005,065,030,005,065,030,008
090053101003024,0,065,005,065,030,005,065,030,008
090053101003025,0,065,005,065,030,005,065,030,008
090053101003026,15,065,005,065,030,005,065,030,008
090053101003027,45,065,005,065,030,005,065,030,008
090053101003028,48,065,005,065,030,005,065,030,008
090053101003029,29,065,005,065,030,005,065,030,008
090053101003030,0,065,005,065,030,005,065,030,008
090053101003031,64,065,005,065,030,005,065,030,008
090053101003032,112,065,005,065,030,005,065,030,008
090053101003033,100,065,005,065,030,005,065,030,008
090053101003034,0,065,005,065,030,005,065,030,008
090053101003035,0,065,005,065,030,005,065,030,008
090053102001000,88,065,005,065,030,005,065,008,008
090053102001001,4,065,005,065,030,005,065,008,008
090053102001002,94,065,005,065,030,005,065,008,008
090053102001003,97,065,005,065,030,005,065,008,008
090053102001004,3,065,005,065,030,005,065,008,008
090053102001005,154,065,005,065,030,005,065,008,008
090053102001006,210,065,005,065,030,005,065,008,008
090053102001007,60,065,005,065,030,005,065,008,008
090053102001008,74,065,005,065,030,005,065,008,008
090053102001009,106,065,005,065,030,005,065,008,008
090053102001010,41,065,005,065,030,005,065,008,008
090053102001011,28,065,005,065,030,005,065,008,008
090053102001012,35,065,005,065,030,005,065,008,008
090053102001013,1,065,005,065,030,005,065,008,008
090053102001014,4,065,005,065,030,005,065,008,008
090053102001015,81,065,005,065,030,005,065,008,008
090053102001016,0,065,005,065,030,005,065,008,008
090053102001017,0,065,005,065,030,005,065,008,008
090053102001018,42,065,005,065,030,005,065,008,008
090053102002000,0,065,005,065,030,005,065,008,008
090053102002001,72,065,005,065,030,005,065,008,008
090053102002002,102,065,005,065,030,005,065,008,008
090053102002003,143,065,005,065,030,005,065,008,008
090053102002004,113,065,005,065,030,005,065,008,008
090053102002005,53,065,005,065,030,005,065,008,008
090053102002006,5,065,005,065,030,005,065,008,008
090053102002007,46,065,001,065,030,001,065,008,030
090053102002008,0,065,001,065,030,001,065,008,030
090053102002009,71,065,005,065,030,005,065,008,008
090053102002010,129,065,005,065,030,005,065,008,008
090053102002011,40,065,005,065,030,005,065,008,008
090053102002012,76,065,005,065,030,005,065,008,008
090053102002013,91,065,005,065,030,005,065,008,008
090053102002014,97,065,005,065,030,005,065,008,008
090053102002015,202,065,005,065,030,005,065,008,008
090053102002016,30,065,005,065,030,005,065,008,008
090053102002017,45,065,005,065,030,005,065,008,008
090053102002018,96,065,005,065,030,005,065,008,008
090053102002019,124,065,005,065,030,005,065,008,008
090053102002020,177,065,005,065,030,005,065,008,008
090053102002021,16,065,005,065,030,005,065,008,008
090053102002022,12,065,005,065,030,005,065,008,008
090053102002023,0,065,005,065,030,005,065,008,008
090053102002024,67,065,005,065,030,005,065,008,008
090053103001000,0,065,005,065,030,005,065,008,008
090053103001001,0,065,005,065,030,005,065,008,008
090053103001002,245,065,005,065,030,005,065,008,008
090053103001003,62,065,005,065,030,005,065,030,008
090053103001004,0,065,005,065,030,005,065,030,008
090053103001005,101,065,005,065,030,005,065,030,008
090053103001006,124,065,005,065,030,005,065,030,008
090053103001007,61,065,005,065,030,005,065,030,008
090053103001008,32,065,005,065,030,005,065,008,008
090053103001009,6,065,005,065,030,005,065,030,008
090053103001010,116,065,005,065,030,005,065,030,008
090053103001011,89,065,005,065,030,005,065,030,008
090053103001012,0,065,005,065,030,005,065,030,008
090053103001013,7,065,005,065,030,005,065,030,008
